w_q1	w_q2	w_q3low	roc_auc	ap	lower_half_auc	q1_auc	knownness_spearman	objective
0.8	0.15	0.0	0.7991972648849649	0.7224971303463844	0.6923009083693448	0.681081081081081	0.6566493244568822	1.0774388211662964
1.0	0.65	0.0	0.8003692052834245	0.72388095884983	0.6918452538436665	0.6801351351351351	0.6692197816374119	1.0770278302998102
1.0	0.35	0.35	0.799677496100875	0.7237341189439274	0.6901990181379898	0.6801351351351351	0.6713265367230797	1.075631574896991
1.0	0.35	0.25	0.7985099614933869	0.7230910284559136	0.6864802892671312	0.6801351351351351	0.6715251218214139	1.0733285631184117
1.0	0.5	0.0	0.7983161066906341	0.7228573154492846	0.6860981274068848	0.6801351351351351	0.6705627238320977	1.0731162995565167
1.0	0.25	0.25	0.7978138465198656	0.7223195056479277	0.6854954875503425	0.6801351351351351	0.6710289886890423	1.0723866209430912
1.0	0.35	0.15	0.7977037017455743	0.7225618477202785	0.6842167151718258	0.6801351351351351	0.671574642579574	1.0718382790661916
0.8	0.0	0.0	0.7959105448201116	0.71978800692565	0.6846135755651586	0.681081081081081	0.6567359690263428	1.071837236803241
1.0	0.25	0.15	0.7966242829575194	0.721663514204898	0.6819531410765206	0.6801351351351351	0.6710785073660165	1.0701294015709009
1.0	0.15	0.15	0.7956682263166707	0.7206416667739722	0.6804244936355353	0.6801351351351351	0.6701098129684878	1.0688116201375095
1.0	0.35	0.0	0.7954831830958612	0.7213098022296757	0.6777346620807243	0.6801351351351351	0.6724129597117058	1.0675893127759348
1.0	0.25	0.0	0.7942804021605999	0.720389227809417	0.675059529059	0.6801351351351351	0.6719168244981484	1.065633605455512
1.0	0.15	0.0	0.7929057953774441	0.7192100675634334	0.6721345209748066	0.6801351351351351	0.6709481280222847	1.0634783658946847
1.0	0.0	0.0	0.7895706116119028	0.7165093734992241	0.6642855043066701	0.6801351351351351	0.6710284240435016	1.0577804475265808
