backbone_id	priority_group	priority_index	selection_score	selection_score_column	dominant_species	dominant_genus	amr_class_count	who_mia_mapped_class_count	who_mia_unmapped_class_count	who_mia_mapped_fraction	who_mia_top_categories	who_mia_top_classes	who_mia_scope_labels	who_mia_any_hpecia	who_mia_any_cia	who_mia_any_hia	who_mia_any_ia	who_mia_any_support
AH321	low	0.3028491030601477	0.1707896416816311	primary_model_oof_prediction	Klebsiella_oxytoca	Klebsiella	0	0	0	0.0				False	False	False	False	False
AB507	low	0.304373314573807	0.170755326715127	primary_model_oof_prediction	Helicobacter_pylori	Helicobacter	0	0	0	0.0				False	False	False	False	False
AE709	low	0.0531129088990503	0.1706636074700676	primary_model_oof_prediction	Runella_slithyformis	Runella	0	0	0	0.0				False	False	False	False	False
AH402	low	0.0531129088990503	0.1706392854607732	primary_model_oof_prediction	Streptomyces_sp._NBC_01568	Streptomyces	0	0	0	0.0				False	False	False	False	False
AH428	low	0.0531129088990503	0.1705697489543559	primary_model_oof_prediction	Bacteroides_finegoldii	Bacteroides	0	0	0	0.0				False	False	False	False	False
AH178	low	0.0798452339078438	0.1705151878468531	primary_model_oof_prediction	Ligilactobacillus_salivarius	Ligilactobacillus	0	0	0	0.0				False	False	False	False	False
AG528	low	0.0798452339078438	0.1705151878468531	primary_model_oof_prediction	Acinetobacter_sp._EB104	Acinetobacter	0	0	0	0.0				False	False	False	False	False
AC151	low	0.0002344940790245	0.1705120738579076	primary_model_oof_prediction	Clostridioides_difficile	Clostridioides	0	0	0	0.0				False	False	False	False	False
AE885	low	0.0634306483761285	0.1704561095365315	primary_model_oof_prediction	Lactiplantibacillus_plantarum	Lactiplantibacillus	0	0	0	0.0				False	False	False	False	False
AH397	low	0.0531129088990503	0.1703695297245495	primary_model_oof_prediction	Clostridium_baratii	Clostridium	0	0	0	0.0				False	False	False	False	False
AE731	low	0.1214679329346933	0.170290774653184	primary_model_oof_prediction	Haliscomenobacter_hydrossis	Haliscomenobacter	0	0	0	0.0				False	False	False	False	False
AD242	low	0.0798452339078438	0.1701562843465887	primary_model_oof_prediction	Marinobacter_adhaerens	Marinobacter	0	0	0	0.0				False	False	False	False	False
AG645	low	0.292765857662094	0.1700968193012502	primary_model_oof_prediction	Stanieria_cyanosphaera	Stanieria	0	0	0	0.0				False	False	False	False	False
AH311	low	0.0531129088990503	0.1700882183940603	primary_model_oof_prediction	Vibrio_coralliilyticus	Vibrio	0	0	0	0.0				False	False	False	False	False
AC886	low	0.0838316332512604	0.1700696444359305	primary_model_oof_prediction	Marinovum_algicola	Marinovum	0	0	0	0.0				False	False	False	False	False
AE871	low	0.0531129088990503	0.1700696444359305	primary_model_oof_prediction	Vibrio_tubiashii	Vibrio	0	0	0	0.0				False	False	False	False	False
AB472	low	0.1118536756946887	0.1700139029231134	primary_model_oof_prediction	Pediococcus_pentosaceus	Pediococcus	0	0	0	0.0				False	False	False	False	False
AA390	low	0.0531129088990503	0.1699361052819853	primary_model_oof_prediction	Borreliella_bissettiae	Borreliella	0	0	0	0.0				False	False	False	False	False
AD930	low	0.1181850158283503	0.1699136308456234	primary_model_oof_prediction	Azospirillum_brasilense	Azospirillum	0	0	0	0.0				False	False	False	False	False
AE686	low	0.0531129088990503	0.1698834886127329	primary_model_oof_prediction	Francisella_philomiragia	Francisella	0	0	0	0.0				False	False	False	False	False
AD422	low	0.0531129088990503	0.1698008376811773	primary_model_oof_prediction	Candidatus_Stammera_capleta	Candidatus_Stammera	0	0	0	0.0				False	False	False	False	False
AB884	low	0.114784851682495	0.1697020557309122	primary_model_oof_prediction	Singulisphaera_acidiphila	Singulisphaera	0	0	0	0.0				False	False	False	False	False
AF255	low	0.0531129088990503	0.1696358450105295	primary_model_oof_prediction	Bacillus_cereus	Bacillus	0	0	0	0.0				False	False	False	False	False
AB611	low	0.0531129088990503	0.1695185773692176	primary_model_oof_prediction	Oscillatoria_acuminata	Oscillatoria	0	0	0	0.0				False	False	False	False	False
AD445	low	0.0634306483761285	0.1695005161257145	primary_model_oof_prediction	Klebsiella_pneumoniae	Klebsiella	0	0	0	0.0				False	False	False	False	False
AB656	low	0.2973384922030719	0.1694790404338843	primary_model_oof_prediction	Primula_red_phytoplasma	Candidatus_Phytoplasma	0	0	0	0.0				False	False	False	False	False
AG602	low	0.1245163559620119	0.1694643256645002	primary_model_oof_prediction	Corynebacterium_tuberculostearicum	Corynebacterium	0	0	0	0.0				False	False	False	False	False
AF865	low	0.0798452339078438	0.1691966017429485	primary_model_oof_prediction	Priestia_megaterium	Priestia	0	0	0	0.0				False	False	False	False	False
AE697	low	0.2915933872669715	0.1691437373029383	primary_model_oof_prediction	Spiroplasma_phoeniceum	Spiroplasma	0	0	0	0.0				False	False	False	False	False
AG419	low	0.0798452339078438	0.1691273709620265	primary_model_oof_prediction	Microbacterium_sp._YJN-G	Microbacterium	0	0	0	0.0				False	False	False	False	False
AD525	low	0.1233438855668894	0.1691050935680438	primary_model_oof_prediction	Rahnella_sp._WMR114	Rahnella	0	0	0	0.0				False	False	False	False	False
AE443	low	0.1109156993785906	0.1690509864315896	primary_model_oof_prediction	Turneriella_parva	Turneriella	0	0	0	0.0				False	False	False	False	False
AF437	low	0.3046078086528315	0.1690271584121076	primary_model_oof_prediction	Methylibium_sp._T29-B	Methylibium	0	0	0	0.0				False	False	False	False	False
AE006	low	0.0024621878297572	0.1690029283270324	primary_model_oof_prediction	Exiguobacterium_profundum	Exiguobacterium	0	0	0	0.0				False	False	False	False	False
AD166	low	0.0859420799624809	0.1688336300068854	primary_model_oof_prediction	Cronobacter_universalis	Cronobacter	0	0	0	0.0				False	False	False	False	False
AF779	low	0.0531129088990503	0.1686719576854532	primary_model_oof_prediction	Rivularia_sp._PCC_7116	Rivularia	0	0	0	0.0				False	False	False	False	False
AE606	low	0.1214679329346933	0.1686509504481637	primary_model_oof_prediction	Haliscomenobacter_hydrossis	Haliscomenobacter	0	0	0	0.0				False	False	False	False	False
AG106	low	0.1192402391839606	0.1686330822234039	primary_model_oof_prediction	Thermovirga_lienii	Thermovirga	0	0	0	0.0				False	False	False	False	False
AG118	low	0.0531129088990503	0.1685899207506739	primary_model_oof_prediction	Gallibacterium_anatis	Gallibacterium	0	0	0	0.0				False	False	False	False	False
AC545	low	0.1153710868800562	0.1685609599472255	primary_model_oof_prediction	Rahnella_sp._'WMR15'	Rahnella	0	0	0	0.0				False	False	False	False	False
AG953	low	0.0798452339078438	0.1685399397755893	primary_model_oof_prediction	Corynebacterium_ureicelerivorans	Corynebacterium	0	0	0	0.0				False	False	False	False	False
AD692	low	0.1118536756946887	0.1683205150620047	primary_model_oof_prediction	Bacteroides_uniformis	Bacteroides	0	0	0	0.0				False	False	False	False	False
AF363	low	0.1123226638527377	0.168265063221468	primary_model_oof_prediction	Rickettsia_rhipicephali	Rickettsia	0	0	0	0.0				False	False	False	False	False
AB054	low	0.0798452339078438	0.1682622000522868	primary_model_oof_prediction	Escherichia_coli	Escherichia	0	0	0	0.0				False	False	False	False	False
AD391	low	0.1233438855668894	0.1682486460530889	primary_model_oof_prediction	Anabaena_sp._90	Anabaena	0	0	0	0.0				False	False	False	False	False
AH479	low	0.0798452339078438	0.1681602666800491	primary_model_oof_prediction	Arthrobacter_sp._Hiyo8	Arthrobacter	0	0	0	0.0				False	False	False	False	False
AD621	low	0.0531129088990503	0.1679345429409937	primary_model_oof_prediction	Bacillus_anthracis	Bacillus	0	0	0	0.0				False	False	False	False	False
AE275	low	0.0531129088990503	0.167773348473524	primary_model_oof_prediction	Acetobacter_pasteurianus	Acetobacter	0	0	0	0.0				False	False	False	False	False
AG418	low	0.0798452339078438	0.1676412693067968	primary_model_oof_prediction	Microbacterium_sp._BDGP8	Microbacterium	0	0	0	0.0				False	False	False	False	False
AB655	low	0.1245163559620119	0.1675807258458557	primary_model_oof_prediction	Candidatus_Phytoplasma_asteris	Candidatus_Phytoplasma	0	0	0	0.0				False	False	False	False	False
AD616	low	0.0531129088990503	0.1675425634244785	primary_model_oof_prediction	Francisella_tularensis	Francisella	0	0	0	0.0				False	False	False	False	False
AD833	low	0.0898112322663852	0.1675425634244785	primary_model_oof_prediction	Synechococcus_sp._PCC_7502	Synechococcus	0	0	0	0.0				False	False	False	False	False
AG584	low	0.0898112322663852	0.1674429130873651	primary_model_oof_prediction	Zymomonas_mobilis	Zymomonas	0	0	0	0.0				False	False	False	False	False
AF111	low	0.0798452339078438	0.1674400335176602	primary_model_oof_prediction	Priestia_megaterium	Priestia	0	0	0	0.0				False	False	False	False	False
AA123	low	0.0531129088990503	0.16739375014943	primary_model_oof_prediction	Klebsiella_pneumoniae	Klebsiella	0	0	0	0.0				False	False	False	False	False
AB896	low	0.292765857662094	0.1672918427934878	primary_model_oof_prediction	Pseudomonas_syringae	Pseudomonas	0	0	0	0.0				False	False	False	False	False
AG427	low	0.0531129088990503	0.1672526186257057	primary_model_oof_prediction	Candidatus_Stammera_capleta	Candidatus_Stammera	0	0	0	0.0				False	False	False	False	False
AG057	low	0.000937976316098	0.1671396023544493	primary_model_oof_prediction	Geminocystis_sp._NIES-3709	Geminocystis	0	0	0	0.0				False	False	False	False	False
AE601	low	0.4849604397457178	0.1670483607520846	primary_model_oof_prediction	Lentilactobacillus_buchneri	Lentilactobacillus	0	0	0	0.0				False	False	False	False	False
AG850	low	0.1265095556337202	0.1670315167684782	primary_model_oof_prediction	Candidatus_Stammera_capleta	Candidatus_Stammera	0	0	0	0.0				False	False	False	False	False
AB566	low	0.0859420799624809	0.1670233718490797	primary_model_oof_prediction	Sulfobacillus_acidophilus	Sulfobacillus	0	0	0	0.0				False	False	False	False	False
AC154	low	0.3046078086528315	0.1669434107323659	primary_model_oof_prediction	Lacticaseibacillus_paracasei	Lacticaseibacillus	0	0	0	0.0				False	False	False	False	False
AD033	low	0.1199437214210341	0.1666794646930502	primary_model_oof_prediction	Streptomyces_tubercidicus	Streptomyces	0	0	0	0.0				False	False	False	False	False
AB981	low	0.0531129088990503	0.1663672746856676	primary_model_oof_prediction	Aeromonas_caviae	Aeromonas	0	0	0	0.0				False	False	False	False	False
AE849	low	0.0726931644975964	0.1663586863098629	primary_model_oof_prediction	Staphylococcus_epidermidis	Staphylococcus	0	0	0	0.0				False	False	False	False	False
AB506	low	0.1118536756946887	0.1663289263019641	primary_model_oof_prediction	Helicobacter_pylori	Helicobacter	0	0	0	0.0				False	False	False	False	False
AE252	low	0.3075389846406378	0.1662613535207967	primary_model_oof_prediction	Mycobacterium_ulcerans	Mycobacterium	0	0	0	0.0				False	False	False	False	False
AF258	low	0.0898112322663852	0.1661496088262679	primary_model_oof_prediction	Lactobacillus_gallinarum	Lactobacillus	0	0	0	0.0				False	False	False	False	False
AG571	low	0.1233438855668894	0.1661187913125943	primary_model_oof_prediction	Anabaena_sp._90	Anabaena	0	0	0	0.0				False	False	False	False	False
AH008	low	0.0838316332512604	0.166036754377815	primary_model_oof_prediction	Marinovum_algicola	Marinovum	0	0	0	0.0				False	False	False	False	False
AF484	low	0.304373314573807	0.165904481125843	primary_model_oof_prediction	Desulfohalobium_retbaense	Desulfohalobium	0	0	0	0.0				False	False	False	False	False
AF297	low	0.0898112322663852	0.1658864107157206	primary_model_oof_prediction	Synechococcus_sp._PCC_7502	Synechococcus	0	0	0	0.0				False	False	False	False	False
AD468	low	0.0898112322663852	0.165766171550346	primary_model_oof_prediction	Clostridium_baratii	Clostridium	0	0	0	0.0				False	False	False	False	False
AF815	low	0.0898112322663852	0.1656865069471018	primary_model_oof_prediction	Lactobacillus_gallinarum	Lactobacillus	0	0	0	0.0				False	False	False	False	False
AF269	low	0.1132606401688357	0.1655985417595551	primary_model_oof_prediction	Escherichia_coli	Escherichia	0	0	0	0.0				False	False	False	False	False
AH306	low	0.1233438855668894	0.165467358409068	primary_model_oof_prediction	Calothrix_sp._336/3	Calothrix	0	0	0	0.0				False	False	False	False	False
AA250	low	0.0531129088990503	0.165316594722224	primary_model_oof_prediction	Borreliella_bissettiae	Borreliella	0	0	0	0.0				False	False	False	False	False
AB500	low	0.0898112322663852	0.1653003317525685	primary_model_oof_prediction	Helicobacter_pylori	Helicobacter	0	0	0	0.0				False	False	False	False	False
AA730	low	0.116191816156642	0.1651605811319169	primary_model_oof_prediction	Piscirickettsia_salmonis	Piscirickettsia	0	0	0	0.0				False	False	False	False	False
AE560	low	0.0634306483761285	0.1651415331607141	primary_model_oof_prediction	Bacillus_cereus	Bacillus	0	0	0	0.0				False	False	False	False	False
AE361	low	0.0634306483761285	0.164806580466596	primary_model_oof_prediction	Lactiplantibacillus_plantarum	Lactiplantibacillus	0	0	0	0.0				False	False	False	False	False
AH302	low	0.0634306483761285	0.164774158902049	primary_model_oof_prediction	Kocuria_flava	Kocuria	0	0	0	0.0				False	False	False	False	False
AF220	low	0.292765857662094	0.164774158902049	primary_model_oof_prediction	Stanieria_cyanosphaera	Stanieria	0	0	0	0.0				False	False	False	False	False
AA728	low	0.116191816156642	0.164293294932102	primary_model_oof_prediction	Piscirickettsia_salmonis	Piscirickettsia	0	0	0	0.0				False	False	False	False	False
AF353	low	0.0531129088990503	0.1638983907319451	primary_model_oof_prediction	Azotobacter_chroococcum	Azotobacter	0	0	0	0.0				False	False	False	False	False
AD523	low	0.1233438855668894	0.1636823719986128	primary_model_oof_prediction	Rahnella_sp._WMR114	Rahnella	0	0	0	0.0				False	False	False	False	False
AD849	low	0.0898112322663852	0.163677808614253	primary_model_oof_prediction	Bacillus_velezensis	Bacillus	0	0	0	0.0				False	False	False	False	False
AB111	low	0.3284180512140733	0.1635424825526211	primary_model_oof_prediction	Klebsiella_pneumoniae	Klebsiella	0	0	0	0.0				False	False	False	False	False
AD162	low	0.3028491030601477	0.1633636650216165	primary_model_oof_prediction	Cronobacter_dublinensis	Cronobacter	4	0	4	0.0				False	False	False	False	False
AG252	low	0.0531129088990503	0.1633423790513325	primary_model_oof_prediction	Lacticaseibacillus_zeae	Lacticaseibacillus	0	0	0	0.0				False	False	False	False	False
AG082	low	0.0838316332512604	0.163055954992381	primary_model_oof_prediction	Mycobacterium_sp._MOTT-90	Mycobacterium	0	0	0	0.0				False	False	False	False	False
AE202	low	0.090162973384922	0.1627832887108654	primary_model_oof_prediction	Candidatus_Erwinia_haradaeae	Erwinia	0	0	0	0.0				False	False	False	False	False
AD942	low	0.3074217376011255	0.1626126247587946	primary_model_oof_prediction	Piscirickettsia_salmonis	Piscirickettsia	0	0	0	0.0				False	False	False	False	False
AB650	low	0.304373314573807	0.1625454771676434	primary_model_oof_prediction	Rickettsia_africae	Rickettsia	0	0	0	0.0				False	False	False	False	False
AC360	low	0.1245163559620119	0.1625239652170845	primary_model_oof_prediction	Helicobacter_sp._NHP19-012	Helicobacter	0	0	0	0.0				False	False	False	False	False
AC229	low	0.1177160276703013	0.162424427584421	primary_model_oof_prediction	Rubrobacter_radiotolerans	Rubrobacter	0	0	0	0.0				False	False	False	False	False
AH492	low	0.3028491030601477	0.1621567036628693	primary_model_oof_prediction	Leptospira_borgpetersenii	Leptospira	0	0	0	0.0				False	False	False	False	False
AD161	low	0.3028491030601477	0.1620860045894462	primary_model_oof_prediction	Cronobacter_condimenti	Cronobacter	0	0	0	0.0				False	False	False	False	False
AD467	low	0.0898112322663852	0.1620142834294917	primary_model_oof_prediction	Lactobacillus_crispatus	Lactobacillus	0	0	0	0.0				False	False	False	False	False
AB072	low	0.3216086293821081	0.161862550606382	primary_model_oof_prediction	Escherichia_coli	Escherichia	0	0	0	0.0				False	False	False	False	False
AF621	low	0.3299422627277326	0.1618074631655488	primary_model_oof_prediction	uncultured_bacterium	Desulfosporosinus	0	0	0	0.0				False	False	False	False	False
AB719	low	0.0726931644975964	0.1614530296229535	primary_model_oof_prediction	Staphylococcus_epidermidis	Staphylococcus	0	0	0	0.0				False	False	False	False	False
AG001	low	0.2973384922030719	0.1608454920458486	primary_model_oof_prediction	Acetobacter_pasteurianus	Acetobacter	0	0	0	0.0				False	False	False	False	False
AH080	low	0.0016414585531715	0.1608264440746459	primary_model_oof_prediction	Staphylococcus_epidermidis	Staphylococcus	0	0	0	0.0				False	False	False	False	False
AF960	low	0.0838316332512604	0.1604129794668787	primary_model_oof_prediction	Fusobacterium_hwasookii	Fusobacterium	0	0	0	0.0				False	False	False	False	False
AC641	low	0.0531129088990503	0.1602799352713269	primary_model_oof_prediction	Borreliella_carolinensis	Borreliella	0	0	0	0.0				False	False	False	False	False
AD139	low	0.292765857662094	0.1597085972148792	primary_model_oof_prediction	Stanieria_cyanosphaera	Stanieria	0	0	0	0.0				False	False	False	False	False
AB152	low	0.3451920551974912	0.1581569116326202	primary_model_oof_prediction	Halomicrococcus_gelatinilyticus	Haloferax	1	0	1	0.0				False	False	False	False	False
AG003	low	0.1214679329346933	0.1577898196540074	primary_model_oof_prediction	Leuconostoc_mesenteroides	Leuconostoc	0	0	0	0.0				False	False	False	False	False
AB583	low	0.116191816156642	0.157770915503378	primary_model_oof_prediction	Borreliella_chilensis	Borreliella	0	0	0	0.0				False	False	False	False	False
AA781	low	0.1153710868800562	0.1577437293049055	primary_model_oof_prediction	Borreliella_bavariensis	Borreliella	0	0	0	0.0				False	False	False	False	False
AE635	low	0.0634306483761285	0.1567292439404887	primary_model_oof_prediction	Sphingomonas_hengshuiensis	Sphingomonas	0	0	0	0.0				False	False	False	False	False
AB575	low	0.3005041622699027	0.1558598163501389	primary_model_oof_prediction	Borreliella_bavariensis	Borreliella	0	0	0	0.0				False	False	False	False	False
AA074	low	0.0634306483761285	0.1546691527624348	primary_model_oof_prediction	Thermus_thermophilus	Thermus	0	0	0	0.0				False	False	False	False	False
AB146	low	0.3327571606598243	0.1506387966181666	primary_model_oof_prediction	Leuconostoc_mesenteroides	Leuconostoc	0	0	0	0.0				False	False	False	False	False
