backbone_id	priority_group	priority_index	selection_score	selection_score_column	dominant_species	dominant_genus	primary_replicon	amr_gene_count	card_matched_gene_count	card_exact_match_gene_count	card_normalized_match_gene_count	card_match_fraction	card_gene_family_count	card_mechanism_count	card_drug_class_count	card_top_gene_families	card_top_mechanisms	card_top_drug_classes	card_any_support
AE974	high	0.757371793040456	0.9886269802760776	primary_model_oof_prediction	Klebsiella_pneumoniae	Enterobacter	IncX5	40	19	16	3	0.475	13	19	5	aminoglycoside antibiotic,macrolide antibiotic,aminocoumarin antibiotic,fluoroquinolone antibiotic;nybomycin-like antibiotic,cephalosporin;penicillin beta-lactam	mphA,AAC(6')-Ib10,Ecol_gyrA_FLO,LAP-1,MdtQ	antibiotic inactivation,antibiotic efflux,antibiotic target alteration,reduced permeability to antibiotic,antibiotic target replacement	True
AB978	high	0.895220211328057	0.9704472050794106	primary_model_oof_prediction	Klebsiella_pneumoniae	Klebsiella	rep_cluster_1367	32	15	11	4	0.46875	7	15	4	aminoglycoside antibiotic,cephalosporin;monobactam;penicillin beta-lactam,carbapenem;cephalosporin;monobactam;penicillin beta-lactam,fluoroquinolone antibiotic,penicillin beta-lactam	AAC(6')-Ib,AAC(6')-Ib',AAC(6')-Ib9,KPC-30,KPC-34	antibiotic inactivation,antibiotic target protection,antibiotic efflux,antibiotic target replacement	True
AB172	high	0.717651407126452	0.8867587524821708	primary_model_oof_prediction	Enterococcus_faecium	Enterococcus	rep_cluster_183	22	10	9	1	0.4545454545454545	3	9	2	glycopeptide antibiotic,lincosamide antibiotic;macrolide antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic,aminoglycoside antibiotic	ErmB,AAC6_Ie_APH2_Ia,vanA,vanH_in_vanA_cl,vanR_in_vanA_cl	antibiotic target alteration,antibiotic inactivation	True
AB130	high	0.870852523455948	0.9948816174404131	primary_model_oof_prediction	Citrobacter_freundii	Citrobacter	Col(VCM04)	108	49	34	15	0.4537037037037037	16	48	5	aminoglycoside antibiotic,fluoroquinolone antibiotic,macrolide antibiotic,diaminopyrimidine antibiotic,peptide antibiotic	AAC(3)-IIe,QnrB6,mphA,AAC(3)-Ib,AAC(6')-Ib-cr6	antibiotic inactivation,antibiotic efflux,antibiotic target alteration,antibiotic target replacement,antibiotic target protection	True
AF571	high	0.7588792133110053	0.991064837070472	primary_model_oof_prediction	Klebsiella_pneumoniae	Klebsiella	IncFIA	53	23	14	9	0.4339622641509434	8	24	4	aminoglycoside antibiotic,aminoglycoside antibiotic;fluoroquinolone antibiotic,phenicol antibiotic,diaminopyrimidine antibiotic,fluoroquinolone antibiotic	AAC(6')-Ib,AAC(6')-Ib',AAC(6')-Ib-cr6,AAC(6')-Ib10,AAC(6')-Ib9	antibiotic inactivation,antibiotic target replacement,antibiotic efflux,antibiotic target protection	True
AC309	high	0.7631785739745851	0.9854223916915738	primary_model_oof_prediction	Listeria_monocytogenes	Listeria	rep_cluster_110	19	8	6	2	0.4210526315789473	6	7	4	peptide antibiotic,lincosamide antibiotic,aminoglycoside antibiotic,phenicol antibiotic,disinfecting agents and antiseptics	lnuA,ANT(6)-Ia,bcrB,bcrC,catA8	antibiotic inactivation,antibiotic efflux,antibiotic target alteration,antibiotic target protection	True
AA035	high	0.8769096866200945	0.9960234207569711	primary_model_oof_prediction	Klebsiella_pneumoniae	Klebsiella	IncFIB	92	38	29	9	0.4130434782608695	14	38	5	aminoglycoside antibiotic,fluoroquinolone antibiotic,diaminopyrimidine antibiotic,macrolide antibiotic,phenicol antibiotic	QnrB6,mphA,AAC(6')-Ib-cr6,AAC(6')-Ib9,CRP	antibiotic inactivation,antibiotic efflux,antibiotic target replacement,antibiotic target protection,antibiotic target alteration	True
AA457	high	0.8294109862357182	0.9857572582210428	primary_model_oof_prediction	Klebsiella_pneumoniae	Klebsiella	IncFIB	61	25	19	6	0.4098360655737705	9	27	4	aminoglycoside antibiotic,diaminopyrimidine antibiotic,macrolide antibiotic,sulfonamide antibiotic;sulfone antibiotic,penicillin beta-lactam	mphA,AAC(6')-Ib10,Mrx,OXA-9,AAC(6')-Ib	antibiotic inactivation,antibiotic target replacement,antibiotic efflux,antibiotic target protection	True
AA425	high	0.8568352335937265	0.9780263263680486	primary_model_oof_prediction	Enterobacter_hormaechei	Enterobacter	IncFIB	90	36	23	13	0.4	12	38	5	aminoglycoside antibiotic,fluoroquinolone antibiotic,phenicol antibiotic,diaminopyrimidine antibiotic,peptide antibiotic	APH(3'')-Ia,APH(3')-Ia,AAC(6')-Ib-cr6,AAC(6')-Ib10,AAC(6')-Ib9	antibiotic inactivation,antibiotic target replacement,antibiotic target protection,antibiotic target alteration,antibiotic efflux	True
AB621	high	0.8504176478462263	0.9326952973803972	primary_model_oof_prediction	Pasteurella_multocida	Pasteurella		5	2	1	1	0.4	2	2	1	cephalosporin;penicillin beta-lactam,aminoglycoside antibiotic	ROB-1,APH(3')-IIIa	antibiotic inactivation	True
AA859	high	0.8651533191049543	0.9941735532350358	primary_model_oof_prediction	Salmonella_enterica	Salmonella	IncC	22	8	6	2	0.3636363636363636	4	9	3	aminoglycoside antibiotic,sulfonamide antibiotic;sulfone antibiotic,tetracycline antibiotic,disinfecting agents and antiseptics	AAC(3)-VIa,aadA,APH(3'')-Ia,APH(3')-Ia,qacEdelta1	antibiotic inactivation,antibiotic efflux,antibiotic target replacement	True
AC431	high	0.5181280656614126	0.9865719332328656	primary_model_oof_prediction	Klebsiella_pneumoniae	Klebsiella	ColRNAI_rep_cluster_1987	11	4	2	2	0.3636363636363636	3	4	2	carbapenem;cephalosporin;penicillin beta-lactam,aminoglycoside antibiotic,fluoroquinolone antibiotic	IMP-24,IMP-69,AAC(6')-Ib4,QnrB1	antibiotic inactivation,antibiotic target protection	True
AA424	high	0.9033652995965936	0.966858757177012	primary_model_oof_prediction	Enterobacter_hormaechei	Enterobacter	IncFIB	83	30	21	9	0.3614457831325301	13	29	5	aminoglycoside antibiotic,fluoroquinolone antibiotic,phenicol antibiotic,aminoglycoside antibiotic;fluoroquinolone antibiotic,peptide antibiotic	AAC(3)-IIe,APH(3'')-Ib,APH(3')-Ib,AAC(3)-IIa,AAC(6')-Ib-cr6	antibiotic inactivation,antibiotic target protection,antibiotic efflux,antibiotic target replacement,antibiotic target alteration	True
AA346	high	0.6576627209318029	0.9968403320559582	primary_model_oof_prediction	Escherichia_coli	Escherichia	IncFIB	14	5	2	3	0.3571428571428571	3	7	2	aminoglycoside antibiotic,diaminopyrimidine antibiotic,sulfonamide antibiotic;sulfone antibiotic	APH(3'')-Ib,APH(3')-Ib,APH(3'')-Ia,APH(3')-Ia,APH(6)-Id	antibiotic inactivation,antibiotic target replacement	True
AA977	high	0.5525195532314359	0.986395661596346	primary_model_oof_prediction	Escherichia_coli	Escherichia	Col156	3	1	0	1	0.3333333333333333	1	2	1	aminoglycoside antibiotic	APH(3'')-Ia,APH(3')-Ia	antibiotic inactivation	True
AA349	high	0.7287334275955186	0.9807310861694786	primary_model_oof_prediction	Escherichia_coli	Escherichia	IncFIA	9	3	2	1	0.3333333333333333	3	4	2	cephalosporin;monobactam;penicillin beta-lactam,aminoglycoside antibiotic,lincosamide antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic	TEM-1,APH(3'')-Ia,APH(3')-Ia,lsaA	antibiotic inactivation,antibiotic target protection	True
AC310	high	0.8025890631201226	0.8556726791628974	primary_model_oof_prediction	Listeria_monocytogenes	Listeria	rep_cluster_2446	9	3	3	0	0.3333333333333333	2	3	2	peptide antibiotic,disinfecting agents and antiseptics	bcrB,bcrC,qacJ	antibiotic efflux,antibiotic target alteration	True
AA050	high	0.6917589736599069	0.9801685632484972	primary_model_oof_prediction	Klebsiella_pneumoniae	Klebsiella	IncR	33	10	7	3	0.303030303030303	8	11	4	aminoglycoside antibiotic;fluoroquinolone antibiotic,aminoglycoside antibiotic,phosphonic acid antibiotic,phenicol antibiotic,diaminopyrimidine antibiotic	AAC(6')-Ib-cr6,Ecol_UhpT_FOF,AAC(6')-Ib-cr5,APH(3'')-Ib,APH(3')-Ib	antibiotic inactivation,antibiotic target alteration,antibiotic target replacement,antibiotic efflux	True
AA363	high	0.8484507213702498	0.9128840382181976	primary_model_oof_prediction	Citrobacter_freundii	Citrobacter	IncU	7	2	1	1	0.2857142857142857	2	2	1	cephalosporin;monobactam;penicillin beta-lactam,phosphonic acid antibiotic	TEM-246,FosA3	antibiotic inactivation	True
AB745	high	0.6509118690171294	0.992677331765266	primary_model_oof_prediction	Escherichia_coli	Escherichia	IncX4	4	1	1	0	0.25	1	1	1	disinfecting agents and antiseptics	sepA	antibiotic efflux	True
AB159	high	0.8669399494981911	0.9593855808646624	primary_model_oof_prediction	Escherichia_coli	Klebsiella	IncN	23	5	4	1	0.217391304347826	3	6	3	aminoglycoside antibiotic,diaminopyrimidine antibiotic,disinfecting agents and antiseptics	AAC(6')-Ib9,AAC(6')-Ib,AAC(6')-Ib',aadA,dfrA14	antibiotic inactivation,antibiotic target replacement,antibiotic efflux	True
AF085	high	0.4737010699431238	0.9748537933835294	primary_model_oof_prediction	Clostridium_botulinum	Clostridium	rep_cluster_1536	11	2	2	0	0.1818181818181818	1	2	1	nitroimidazole antibiotic	nimG,nimJ	antibiotic inactivation	True
AB272	high	0.6921851061108025	0.9999064565240898	primary_model_oof_prediction	Shigella_flexneri	Shigella	IncFIA	12	2	2	0	0.1666666666666666	2	2	1	fluoroquinolone antibiotic;macrolide antibiotic;penicillin beta-lactam;tetracycline antibiotic,disinfecting agents and antiseptics	evgS,sepA	antibiotic efflux	True
AA345	high	0.2808006453645265	0.9926387294199938	primary_model_oof_prediction	Escherichia_coli	Escherichia	IncFIA	6	1	0	1	0.1666666666666666	1	1	1	aminoglycoside antibiotic	APH(3')-IIIa	antibiotic inactivation	True
AA331	high	0.6050216775846335	0.9889499807147774	primary_model_oof_prediction	Escherichia_coli	Escherichia	IncFIA	9	1	0	1	0.1111111111111111	1	1	1	carbapenem	STA-1	antibiotic inactivation	True
AA184	high	0.7627441782743639	0.986871265761232	primary_model_oof_prediction	Escherichia_coli	Escherichia	IncFIB	18	2	1	1	0.1111111111111111	2	2	2	aminoglycoside antibiotic,disinfecting agents and antiseptics	AAC(3)-IId,sepA	antibiotic inactivation,antibiotic efflux	True
AA827	high	0.894702486874071	0.9217875178083096	primary_model_oof_prediction	Klebsiella_grimontii	Klebsiella	IncFIA	36	4	2	2	0.1111111111111111	3	5	3	aminoglycoside antibiotic,sulfonamide antibiotic;sulfone antibiotic,lincosamide antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin antibiotic	APH(3'')-Ib,APH(3')-Ib,APH(6)-Id,sul1,vgaA	antibiotic inactivation,antibiotic target replacement,antibiotic target protection	True
AB674	high	0.3176945249496202	0.8715554874192895	primary_model_oof_prediction	Clostridioides_difficile	Bacillus	rep_cluster_164	10	1	1	0	0.1	1	1	1	glycopeptide antibiotic	vanT_in_vanG_cl	antibiotic target alteration	True
AA832	high	0.6769521157909906	0.8717549994421023	primary_model_oof_prediction	Leclercia_adecarboxylata	Cronobacter	IncFIB	22	2	1	1	0.0909090909090909	1	1	1	aminoglycoside antibiotic	APH(3')-IIa	antibiotic inactivation	True
AA710	high	0.9493097471361492	0.9135908189933518	primary_model_oof_prediction	Citrobacter_freundii	Citrobacter	IncFIC	12	1	1	0	0.0833333333333333	1	1	1	disinfecting agents and antiseptics	qacJ	antibiotic efflux	True
AA302	high	0.6239656634205415	0.9990775574481524	primary_model_oof_prediction	Escherichia_coli	Escherichia	IncFIA	16	0	0	0	0.0	0	0	0				False
AC030	high	0.542926283719221	0.9874430946762652	primary_model_oof_prediction	Escherichia_coli	Escherichia	IncFIA	1	0	0	0	0.0	0	0	0				False
AB413	high	0.4981508449064032	0.9850761050506414	primary_model_oof_prediction	Acinetobacter_pittii	Acinetobacter	rep_cluster_639	6	0	0	0	0.0	0	0	0				False
AB045	high	0.6335773595904236	0.9779099008130032	primary_model_oof_prediction	Klebsiella_pneumoniae	Klebsiella	ColRNAI_rep_cluster_1987	3	0	0	0	0.0	0	0	0				False
AB039	high	0.6244490675239677	0.966844667492442	primary_model_oof_prediction	Salmonella_enterica	Enterobacter	ColRNAI_rep_cluster_1987	1	0	0	0	0.0	0	0	0				False
AD669	high	0.5339061010499576	0.9589885290378086	primary_model_oof_prediction	Escherichia_coli	Escherichia	IncI1	2	0	0	0	0.0	0	0	0				False
AB410	high	0.2733688435075592	0.9404805354488784	primary_model_oof_prediction	Acinetobacter_baumannii	Acinetobacter	rep_cluster_1656	2	0	0	0	0.0	0	0	0				False
AD655	high	0.6280256154485748	0.9388121427116548	primary_model_oof_prediction	Pseudosulfitobacter_pseudonitzschiae	Pseudosulfitobacter	rep_cluster_579	0	0	0	0	0.0	0	0	0				False
AA519	high	0.6413289692698445	0.9384749087496672	primary_model_oof_prediction	Enterobacter_hormaechei	Enterobacter	rep_cluster_2335	0	0	0	0	0.0	0	0	0				False
AA515	high	0.6490422565951147	0.9339233035327018	primary_model_oof_prediction	Enterobacter_cloacae	Enterobacter	rep_cluster_2335	0	0	0	0	0.0	0	0	0				False
AA598	high	0.4416890557290733	0.932195387832526	primary_model_oof_prediction	Xanthomonas_citri	Xanthomonas	rep_cluster_429	0	0	0	0	0.0	0	0	0				False
AG640	high	0.5300342426365023	0.9306002622736	primary_model_oof_prediction	Klebsiella_pneumoniae	Klebsiella	rep_cluster_1778	1	0	0	0	0.0	0	0	0				False
AA410	high	0.8351829784100203	0.927869843818438	primary_model_oof_prediction	Staphylococcus_aureus	Staphylococcus	rep_cluster_1017	6	0	0	0	0.0	0	0	0				False
AA514	high	0.6255074900994338	0.9267222929486998	primary_model_oof_prediction	Enterobacter_hormaechei	Enterobacter	rep_cluster_2335	0	0	0	0	0.0	0	0	0				False
AA143	high	0.611509932051809	0.9236040945432002	primary_model_oof_prediction	Escherichia_coli	Escherichia	rep_cluster_2392	1	0	0	0	0.0	0	0	0				False
AB136	high	0.5190548302001139	0.91571948317857	primary_model_oof_prediction	Leuconostoc_mesenteroides	Leuconostoc	rep_cluster_1503	0	0	0	0	0.0	0	0	0				False
AB720	high	0.4159943076780945	0.9132194716454544	primary_model_oof_prediction	Staphylococcus_aureus	Staphylococcus	rep_cluster_1017	0	0	0	0	0.0	0	0	0				False
AD465	high	0.5929278672101382	0.91132929298627	primary_model_oof_prediction	Escherichia_coli	Escherichia		0	0	0	0	0.0	0	0	0				False
AB859	high	0.5682132282020295	0.9095117676531108	primary_model_oof_prediction	Burkholderia_glumae	Burkholderia	rep_cluster_1467	0	0	0	0	0.0	0	0	0				False
AF908	high	0.5250149735455798	0.9094371573048756	primary_model_oof_prediction	Citrobacter_braakii	Citrobacter	rep_cluster_1304	10	0	0	0	0.0	0	0	0				False
AD917	high	0.5773954141728246	0.9075250493127154	primary_model_oof_prediction	Yersinia_enterocolitica	Yersinia	rep_cluster_214	0	0	0	0	0.0	0	0	0				False
AC203	high	0.6327763692933189	0.9068999399016882	primary_model_oof_prediction	Salmonella_enterica	Salmonella	IncFII	13	0	0	0	0.0	0	0	0				False
AB860	high	0.604213191472536	0.902972589090188	primary_model_oof_prediction	Burkholderia_glumae	Burkholderia	rep_cluster_1449	0	0	0	0	0.0	0	0	0				False
AE015	high	0.5519460291326099	0.8990555585709116	primary_model_oof_prediction	Campylobacter_jejuni	Campylobacter	rep_cluster_1502	0	0	0	0	0.0	0	0	0				False
AB443	high	0.6330274166304525	0.8972336494223286	primary_model_oof_prediction	Escherichia_coli	Escherichia	rep_cluster_2350	0	0	0	0	0.0	0	0	0				False
AB685	high	0.5795542088907487	0.8958998905721831	primary_model_oof_prediction	Escherichia_coli	Escherichia	Col(MG828)	0	0	0	0	0.0	0	0	0				False
AE109	high	0.7680934329654355	0.8955322724293572	primary_model_oof_prediction	Klebsiella_michiganensis	Klebsiella	IncFII	24	0	0	0	0.0	0	0	0				False
AD034	high	0.5043387963457652	0.8907539558270614	primary_model_oof_prediction	Bacillus_thuringiensis	Bacillus	rep_cluster_1721	0	0	0	0	0.0	0	0	0				False
AC105	high	0.5179323943700682	0.8905299797391649	primary_model_oof_prediction	Bacillus_velezensis	Bacillus	Col(SD853)	0	0	0	0	0.0	0	0	0				False
AC623	high	0.5365095849923289	0.8846303587571495	primary_model_oof_prediction	Xylella_fastidiosa	Xylella	rep_cluster_1443	0	0	0	0	0.0	0	0	0				False
AE233	high	0.5408149312636888	0.8831418395306898	primary_model_oof_prediction	Escherichia_coli	Escherichia	rep_cluster_2335	0	0	0	0	0.0	0	0	0				False
AE539	high	0.50600280480904	0.8794216008040164	primary_model_oof_prediction	Rhizobium_gallicum	Rhizobium	rep_cluster_471	0	0	0	0	0.0	0	0	0				False
AB687	high	0.4341668804535568	0.8778698448457135	primary_model_oof_prediction	Escherichia_coli	Escherichia	Col(MG828)	0	0	0	0	0.0	0	0	0				False
AC536	high	0.532791848151279	0.8760140211277975	primary_model_oof_prediction	Enterococcus_faecium	Enterococcus	rep_cluster_1077	0	0	0	0	0.0	0	0	0				False
AB056	high	0.3811554461499714	0.8718382606047559	primary_model_oof_prediction	Klebsiella_pneumoniae	Klebsiella	rep_cluster_2358	0	0	0	0	0.0	0	0	0				False
AB468	high	0.6074073144037769	0.8649195772958951	primary_model_oof_prediction	Campylobacter_coli	Campylobacter		0	0	0	0	0.0	0	0	0				False
AA656	high	0.473633095972105	0.8636503284702675	primary_model_oof_prediction	Bacillus_thuringiensis	Bacillus	rep_cluster_617	0	0	0	0	0.0	0	0	0				False
AD578	high	0.4853909064395485	0.8634946075121992	primary_model_oof_prediction	Rhizobium_leguminosarum	Rhizobium	rep_cluster_685	0	0	0	0	0.0	0	0	0				False
AD590	high	0.5496244190665299	0.8627416046300894	primary_model_oof_prediction	Bacillus_mycoides	Bacillus	rep_cluster_1836	0	0	0	0	0.0	0	0	0				False
AC680	high	0.4869654336113469	0.8535307135751948	primary_model_oof_prediction	Bacillus_thuringiensis	Bacillus	rep_cluster_1721	0	0	0	0	0.0	0	0	0				False
AF250	high	0.2545558053556486	0.8529796637381379	primary_model_oof_prediction	Bacillus_cereus	Bacillus	rep_cluster_1396	6	0	0	0	0.0	0	0	0				False
AC242	low	0.3577451625937066	0.0422821978785593	primary_model_oof_prediction	Comamonas_testosteroni	Comamonas	IncX5	5	5	3	2	1.0	3	3	3	macrolide antibiotic,macrolide antibiotic;streptogramin antibiotic,tetracycline antibiotic	mphE,msrE,tet(A)	antibiotic inactivation,antibiotic target protection,antibiotic efflux	True
AE052	low	0.3934840728649501	0.0391255080385562	primary_model_oof_prediction	Bacillus_thuringiensis	Bacillus	rep_cluster_1912	4	4	4	0	1.0	2	4	2	glycopeptide antibiotic,phosphonic acid antibiotic	FosB2,vanY_in_vanB_cl,vanY_in_vanF_cl,vanY_in_vanM_cl	antibiotic target alteration,antibiotic inactivation	True
AG076	low	0.130172002447179	0.0390971578262789	primary_model_oof_prediction	Leptolyngbya_boryana	Leptolyngbya		1	1	1	0	1.0	1	1	1	phosphonic acid antibiotic	FosXCC	antibiotic inactivation	True
AC330	low	0.3038654518904871	0.0380796277291122	primary_model_oof_prediction	Staphylococcus_aureus	Staphylococcus		1	1	1	0	1.0	1	1	1	tetracycline antibiotic	tet(K)	antibiotic efflux	True
AB682	low	0.3704591467981989	0.0348784556529883	primary_model_oof_prediction	Croceicoccus_naphthovorans	Croceicoccus	rep_cluster_0	1	1	1	0	1.0	1	1	1	fluoroquinolone antibiotic;tetracycline antibiotic	adeF	antibiotic efflux	True
AF098	low	0.3629021005052322	0.03483466127752	primary_model_oof_prediction	Escherichia_coli	Escherichia		2	2	2	0	1.0	1	2	2	tetracycline antibiotic	tet(B),tetR	antibiotic efflux,antibiotic target alteration	True
AD102	low	0.3086725805104894	0.0328724028226329	primary_model_oof_prediction	Staphylococcus_aureus	Staphylococcus	rep_cluster_1837	1	1	1	0	1.0	1	1	1	aminoglycoside antibiotic	apmA	antibiotic inactivation	True
AB601	low	0.389097488125581	0.0304737682178846	primary_model_oof_prediction	Vibrio_tubiashii	Vibrio		3	3	1	2	1.0	2	4	2	aminoglycoside antibiotic,sulfonamide antibiotic;sulfone antibiotic	APH(3'')-Ib,APH(3')-Ib,APH(6)-Id,sul2	antibiotic inactivation,antibiotic target replacement	True
AE213	low	0.1997789609088875	0.0300879052632519	primary_model_oof_prediction	Bacillus_mycoides	Bacillus	rep_cluster_459	2	2	2	0	1.0	1	2	1	glycopeptide antibiotic	vanW_in_vanI_cl,vanY_in_vanB_cl	antibiotic target alteration	True
AD103	low	0.3018722522187788	0.0292540338656293	primary_model_oof_prediction	Staphylococcus_hyicus	Staphylococcus	rep_cluster_1823	1	1	1	0	1.0	1	1	1	diaminopyrimidine antibiotic	dfrK	antibiotic target replacement	True
AB729	low	0.3499206687806798	0.0278764937367994	primary_model_oof_prediction	Staphylococcus_xylosus	Staphylococcus	rep_cluster_1017	1	1	1	0	1.0	1	1	1	disinfecting agents and antiseptics	qacJ	antibiotic efflux	True
AD200	low	0.1935433585942005	0.0229553916747998	primary_model_oof_prediction	Sulfuricurvum_kujiense	Sulfuricurvum	rep_cluster_36	1	1	1	0	1.0	1	1	1	fluoroquinolone antibiotic;tetracycline antibiotic	adeF	antibiotic efflux	True
AA788	low	0.0533245095097843	0.0190735007156959	primary_model_oof_prediction	Bacillus_cereus	Bacillus	rep_cluster_125	2	2	2	0	1.0	2	2	2	aminoglycoside antibiotic;fluoroquinolone antibiotic,glycopeptide antibiotic	AAC(6')-Ib-cr9,vanW_in_vanI_cl	antibiotic inactivation,antibiotic target alteration	True
AF441	low	0.016297338492203	0.0129861765301184	primary_model_oof_prediction	Priestia_flexa	Priestia		1	1	1	0	1.0	1	1	1	phosphonic acid antibiotic	FosBx1	antibiotic inactivation	True
AG077	low	0.2799470558299876	0.0079863700245872	primary_model_oof_prediction	Leptolyngbya_sp._NIES-3755	Leptolyngbya		1	1	1	0	1.0	1	1	1	fluoroquinolone antibiotic;tetracycline antibiotic	adeF	antibiotic efflux	True
AF100	low	0.4090633661164394	0.0480200308778828	primary_model_oof_prediction	Haemophilus_influenzae	Haemophilus	rep_cluster_304	5	3	3	0	0.6	2	3	3	tetracycline antibiotic,phenicol antibiotic	catII,tet(B),tetR	antibiotic efflux,antibiotic inactivation,antibiotic target alteration	True
AE773	low	0.4917977775972116	0.0419269191519011	primary_model_oof_prediction	uncultured_bacterium	Pseudomonas	IncP	5	3	3	0	0.6	3	3	3	aminoglycoside antibiotic,disinfecting agents and antiseptics,sulfonamide antibiotic;sulfone antibiotic	aadA5,qacEdelta1,sul1	antibiotic inactivation,antibiotic efflux,antibiotic target replacement	True
AA593	low	0.6060252293772096	0.0499318253954363	primary_model_oof_prediction	Edwardsiella_ictaluri	Edwardsiella	IncC	9	5	3	2	0.5555555555555556	4	6	3	aminoglycoside antibiotic,phenicol antibiotic,sulfonamide antibiotic;sulfone antibiotic,tetracycline antibiotic	APH(3'')-Ib,APH(3')-Ib,APH(6)-Id,floR,sul2	antibiotic inactivation,antibiotic efflux,antibiotic target replacement	True
AD067	low	0.3578604778062053	0.0293554052433125	primary_model_oof_prediction	Enterobacter_hormaechei	Enterobacter	rep_cluster_203	2	1	1	0	0.5	1	1	1	aminoglycoside antibiotic	AAC(6')-Ib7	antibiotic inactivation	True
AF578	low	0.3839374185262041	0.0559755724315582	primary_model_oof_prediction	Escherichia_coli	Escherichia	rep_cluster_1088	7	2	1	1	0.2857142857142857	2	2	2	peptide antibiotic,nitroimidazole antibiotic	MCR-9.1,msbA	antibiotic target alteration,antibiotic efflux	True
AD422	low	0.1002462187829757	0.0580989061700001	primary_model_oof_prediction	Candidatus_Stammera_capleta	Candidatus_Stammera	rep_cluster_1374	0	0	0	0	0.0	0	0	0				False
AH080	low	0.1057568296400515	0.0577922565948712	primary_model_oof_prediction	Staphylococcus_epidermidis	Staphylococcus	rep_cluster_20	0	0	0	0	0.0	0	0	0				False
AC660	low	0.1002462187829757	0.0576034420148039	primary_model_oof_prediction	Leptolyngbya_sp._BL0902	Leptolyngbya		0	0	0	0	0.0	0	0	0				False
AD985	low	0.1057568296400515	0.0560890953483397	primary_model_oof_prediction	Yersinia_pseudotuberculosis	Yersinia	IncFII	0	0	0	0	0.0	0	0	0				False
AG627	low	0.0979012779927306	0.0544813092593609	primary_model_oof_prediction	Stanieria_cyanosphaera	Stanieria		0	0	0	0	0.0	0	0	0				False
AG470	low	0.1002462187829757	0.0539680649820479	primary_model_oof_prediction	Aureibacter_tunicatorum	Aureibacter	rep_cluster_103	0	0	0	0	0.0	0	0	0				False
AG082	low	0.1063430648376128	0.0528244617019129	primary_model_oof_prediction	Mycobacterium_sp._MOTT-90	Mycobacterium		0	0	0	0	0.0	0	0	0				False
AE363	low	0.1002462187829757	0.0528123044760728	primary_model_oof_prediction	Sulfitobacter_sp._S223	Sulfitobacter	rep_cluster_804	0	0	0	0	0.0	0	0	0				False
AC500	low	0.1106812052995662	0.0524432867645782	primary_model_oof_prediction	Campylobacter_sp._RM12651	Campylobacter	rep_cluster_851	0	0	0	0	0.0	0	0	0				False
AG001	low	0.103646382928831	0.0511817486426992	primary_model_oof_prediction	Acetobacter_pasteurianus	Acetobacter	rep_cluster_30	0	0	0	0	0.0	0	0	0				False
AC324	low	0.1063430648376128	0.0505007402884375	primary_model_oof_prediction	Tropicibacter_oceani	Tropicibacter	rep_cluster_548	0	0	0	0	0.0	0	0	0				False
AB896	low	0.0979012779927306	0.049825886725269	primary_model_oof_prediction	Pseudomonas_syringae	Pseudomonas		0	0	0	0	0.0	0	0	0				False
AD139	low	0.0979012779927306	0.049815870214925	primary_model_oof_prediction	Stanieria_cyanosphaera	Stanieria		0	0	0	0	0.0	0	0	0				False
AA778	low	0.1002462187829757	0.0493791177842992	primary_model_oof_prediction	Chondrinema_litorale	Chondrinema	rep_cluster_1529	0	0	0	0	0.0	0	0	0				False
AF220	low	0.0979012779927306	0.0484212579255411	primary_model_oof_prediction	Stanieria_cyanosphaera	Stanieria	rep_cluster_1715	0	0	0	0	0.0	0	0	0				False
AG645	low	0.0979012779927306	0.0472196291039977	primary_model_oof_prediction	Stanieria_cyanosphaera	Stanieria		0	0	0	0	0.0	0	0	0				False
AF251	low	0.1075155352327353	0.0464244454739801	primary_model_oof_prediction	Bacillus_thuringiensis	Bacillus	rep_cluster_1698	0	0	0	0	0.0	0	0	0				False
AE404	low	0.1103294641810294	0.0457346438800769	primary_model_oof_prediction	Nostoc_sp._PCC_7524	Nostoc	rep_cluster_1678	0	0	0	0	0.0	0	0	0				False
AG118	low	0.1002462187829757	0.0447356549436794	primary_model_oof_prediction	Gallibacterium_anatis	Gallibacterium	rep_cluster_1051	0	0	0	0	0.0	0	0	0				False
AE824	low	0.103646382928831	0.0446143909940972	primary_model_oof_prediction	Halomonas_sp._KO116	Halomonas	rep_cluster_709	0	0	0	0	0.0	0	0	0				False
AG367	low	0.0005862351975612	0.04389095184443	primary_model_oof_prediction	Fischerella_sp._NIES-4106	Fischerella		0	0	0	0	0.0	0	0	0				False
AA308	low	0.2416676989028563	0.0422905250956337	primary_model_oof_prediction	Escherichia_coli	Escherichia	IncFIA	0	0	0	0	0.0	0	0	0				False
AH428	low	0.000468988158049	0.0422279192541849	primary_model_oof_prediction	Bacteroides_finegoldii	Bacteroides		0	0	0	0	0.0	0	0	0				False
AF815	low	0.001875952632196	0.0399783167758079	primary_model_oof_prediction	Lactobacillus_gallinarum	Lactobacillus		0	0	0	0	0.0	0	0	0				False
AF910	low	0.2075172655166962	0.0399228671470695	primary_model_oof_prediction	Pandoraea_faecigallinarum	Pandoraea	rep_cluster_226	0	0	0	0	0.0	0	0	0				False
