backbone_id	n_new_countries_recomputed	time_to_first_new_country_years	time_to_third_new_country_years	event_within_1y_label	event_within_3y_label	event_within_5y_label	three_countries_within_3y_label	three_countries_within_5y_label	spread_severity_bin
AE641	0			0.0	0.0	0.0	0.0	0.0	0.0
AC904	0								
AD778	0								
AH077	0								
AG675	0								
AD103	0			0.0	0.0	0.0	0.0	0.0	0.0
AD941	0								
AD717	0								
AF121	0								
AE357	0								
AE144	0			0.0	0.0	0.0	0.0	0.0	0.0
AE542	0								
AG602	0			0.0	0.0	0.0	0.0	0.0	0.0
AG720	0								
AF274	0								
AG153	0								
AA466	0			0.0	0.0	0.0	0.0	0.0	0.0
AD201	0			0.0	0.0	0.0	0.0	0.0	0.0
AD200	0			0.0	0.0	0.0	0.0	0.0	0.0
AE699	0								
AD489	0			0.0	0.0	0.0	0.0	0.0	0.0
AF754	0			0.0	0.0	0.0	0.0	0.0	0.0
AF042	0			0.0	0.0	0.0	0.0	0.0	0.0
AF083	0			0.0	0.0	0.0	0.0	0.0	0.0
AB175	0			0.0	0.0	0.0	0.0	0.0	0.0
AE101	0								
AB767	0			0.0	0.0	0.0	0.0	0.0	0.0
AE256	0								
AG072	0								
AG348	0			0.0	0.0	0.0	0.0	0.0	0.0
AC035	0			0.0	0.0	0.0	0.0	0.0	0.0
AF082	0			0.0	0.0	0.0	0.0	0.0	0.0
AC034	0			0.0	0.0	0.0	0.0	0.0	0.0
AC311	0								
AG710	0								
AB418	0								
AC127	0			0.0	0.0	0.0	0.0	0.0	0.0
AG138	0								
AC550	0								
AG647	0								
AG679	0								
AE439	0								
AE830	0								
AB414	0								
AC976	0			0.0	0.0	0.0	0.0	0.0	0.0
AC975	0			0.0	0.0	0.0	0.0	0.0	0.0
AD455	0								
AE451	0								
AB570	0								
AF335	0								
AG510	0								
AB719	0			0.0	0.0	0.0	0.0	0.0	0.0
AB914	0								
AC375	0			0.0	0.0	0.0	0.0	0.0	0.0
AC165	0								
AG425	0								
AC141	0								
AG338	0								
AF064	0								
AC549	0								
AE743	0								
AD454	0								
AF307	0								
AB815	0								
AD088	0								
AE616	0								
AG349	0								
AH268	0								
AF377	0								
AG350	0								
AF378	0								
AE721	0								
AC040	0								
AE939	0			0.0	0.0	0.0	0.0	0.0	0.0
AB503	0								
AE361	0			0.0	0.0	0.0	0.0	0.0	0.0
AG660	0								
AF841	0								
AF580	0								
AF919	0								
AC064	0								
AF501	0								
AC497	0								
AA872	0								
AF332	0								
AB785	0								
AD145	0			0.0	0.0	0.0	0.0	0.0	0.0
AD165	0								
AF107	0			0.0	0.0	0.0	0.0	0.0	0.0
AE867	0								
AD363	0								
AF484	0			0.0	0.0	0.0	0.0	0.0	0.0
AB250	0								
AD138	0								
AD137	0								
AG274	0								
AD769	0								
AE339	0								
AE578	0								
AF784	0								
AF415	0								
AG265	0								
AC437	0								
AE752	0								
AE337	0								
AH438	0								
AF720	0								
AC889	0								
AF360	0								
AD957	0			0.0	0.0	0.0	0.0	0.0	0.0
AB650	0			0.0	0.0	0.0	0.0	0.0	0.0
AE154	0								
AE156	0								
AG194	0								
AF414	0								
AG422	0								
AF590	0								
AF317	0								
AA263	0								
AF982	0								
AB657	0								
AE408	0								
AF883	0								
AB472	0			0.0	0.0	0.0	0.0	0.0	0.0
AC826	0								
AC827	0								
AE064	0								
AA679	0								
AE989	0								
AC696	0								
AD522	0								
AF525	0								
AC854	0								
AE617	0								
AE618	0								
AG490	0								
AC036	0								
AD703	0								
AE490	0								
AD478	0								
AG310	0								
AG651	0								
AA209	0								
AC480	0								
AF848	0								
AC481	0								
AB773	0								
AF100	0			0.0	0.0	0.0	0.0	0.0	0.0
AG749	0								
AE738	0								
AB967	0								
AA407	0								
AA432	0								
AC851	0								
AE780	0								
AD797	0								
AB103	0								
AD795	0								
AB366	0								
AB778	0								
AG269	0								
AA904	0								
AF780	0								
AD499	0								
AF303	0								
AG015	0								
AG157	0								
AA192	0								
AG217	0								
AC798	0								
AD740	0								
AF843	0								
AB421	0								
AF500	0								
AF842	0								
AF304	0								
AE336	0			0.0	0.0	0.0	0.0	0.0	0.0
AG179	0								
AD706	0								
AF365	0								
AF361	0								
AG290	0								
AG423	0								
AC993	0								
AG812	0								
AD533	0								
AE093	0								
AA154	0								
AD556	0								
AE281	0								
AE282	0								
AC326	0								
AF312	0								
AF398	0								
AA963	0								
AD124	0								
AF548	0								
AG872	0								
AD396	0								
AE082	0								
AG235	0								
AE149	0								
AF084	0								
AD324	0								
AB666	0								
AB665	0								
AH401	0								
AD584	0			0.0	0.0	0.0	0.0	0.0	0.0
AF129	0								
AF351	0								
AF350	0								
AE021	0								
AG037	0								
AD821	0								
AB426	0								
AE757	0								
AC478	0								
AC712	0								
AC903	0								
AF504	0								
AF505	0								
AF923	0								
AG909	0								
AE677	0			0.0	0.0	0.0	0.0	0.0	0.0
AA773	0								
AG723	0								
AH495	0								
AC922	0								
AC840	0								
AD691	0								
AD374	0								
AG308	0								
AG476	0								
AB991	0								
AE091	0								
AE432	0								
AG479	0								
AG465	0								
AE431	0								
AG707	0								
AF270	0								
AC491	0								
AC924	0								
AC369	0								
AF262	0								
AD009	0								
AF683	0								
AF684	0								
AB511	0								
AC545	0			0.0	0.0	0.0	0.0	0.0	0.0
AF502	0								
AC499	0								
AE260	0								
AG403	0								
AF132	0								
AE299	0								
AB661	0								
AB660	0								
AF008	0								
AG424	0								
AF264	0								
AF851	0								
AG383	0								
AD114	0								
AE959	0								
AG558	0								
AB365	0								
AH193	0								
AA009	0								
AC795	0								
AG214	0								
AG709	0								
AG213	0								
AE397	0								
AB296	0								
AF739	0								
AF740	0								
AF324	0								
AF727	0								
AG388	0								
AH187	0								
AE298	0								
AE169	0								
AF991	0								
AE951	0								
AG559	0								
AC608	0								
AB051	0								
AE588	0								
AC630	0								
AG275	0								
AG837	0								
AE703	0								
AC294	0								
AF323	0								
AA686	0								
AH021	0								
AC664	0								
AD130	0								
AC804	0								
AE481	0								
AA740	0								
AB512	0								
AF413	0								
AH088	0								
AE700	0								
AE702	0								
AE789	0								
AA065	0								
AF073	0								
AG205	0								
AF719	0								
AF322	0								
AE646	0								
AB259	0								
AC775	0								
AE203	0								
AE921	0								
AC610	0								
AE400	0								
AG672	0								
AG187	0								
AG319	0								
AE701	0								
AE629	0								
AF602	0								
AA928	0								
AG703	0								
AH346	0								
AF228	0								
AG528	0			0.0	0.0	0.0	0.0	0.0	0.0
AA225	0								
AE624	0								
AA741	0								
AD424	0								
AD623	0								
AG276	0								
AF511	0								
AF230	0								
AH398	0								
AG017	0								
AC857	0								
AG825	0								
AH469	0								
AC126	0								
AG889	0								
AC050	0								
AD571	0								
AH470	0								
AG826	0								
AH494	0								
AH435	0								
AF468	0								
AH023	0								
AG706	0								
AG356	0								
AB514	0								
OP::unknown::no_mpf::no_replicon::Len_50k-100k	0								
OP::unknown::no_mpf::no_replicon::Len_<50k	0								
OP::unknown::no_mpf::no_replicon::Len_100k-200k	0								
OP::unknown::no_mpf::no_replicon::Len_>200k	0								
