backbone_id	n_training_records	mean_amr_software_count	mean_gene_agreement_jaccard	mean_class_agreement_jaccard	mean_amr_uncertainty_score	amr_agreement_score
AA379	232	1.0	1.0	1.0	0.0	1.0
AA996	45	1.0	1.0	1.0	0.0	1.0
AA955	24	1.0	1.0	1.0	0.0	1.0
AA902	22	1.0	1.0	1.0	0.0	1.0
AC163	17	1.0	1.0	1.0	0.0	1.0
AB434	15	1.0	1.0	1.0	0.0	1.0
AB272	13	1.0	1.0	1.0	0.0	1.0
AB621	12	1.0	1.0	1.0	0.0	1.0
AB233	11	1.0	1.0	1.0	0.0	1.0
AA345	10	1.0	1.0	1.0	0.0	1.0
AB946	9	1.0	1.0	1.0	0.0	1.0
AA614	8	1.0	1.0	1.0	0.0	1.0
AB042	8	1.0	1.0	1.0	0.0	1.0
AA184	7	1.0	1.0	1.0	0.0	1.0
AA783	7	1.0	1.0	1.0	0.0	1.0
AA410	6	1.0	1.0	1.0	0.0	1.0
AB229	6	1.0	1.0	1.0	0.0	1.0
AB620	6	1.0	1.0	1.0	0.0	1.0
AB815	6	1.0	1.0	1.0	0.0	1.0
AA295	5	1.0	1.0	1.0	0.0	1.0
AA337	5	1.0	1.0	1.0	0.0	1.0
AA531	5	1.0	1.0	1.0	0.0	1.0
AA792	5	1.0	1.0	1.0	0.0	1.0
AB742	5	1.0	1.0	1.0	0.0	1.0
AC570	5	1.0	1.0	1.0	0.0	1.0
AC796	5	1.0	1.0	1.0	0.0	1.0
AE249	5	1.0	1.0	1.0	0.0	1.0
AE457	5	1.0	1.0	1.0	0.0	1.0
AF085	5	1.0	1.0	1.0	0.0	1.0
AG104	5	1.0	1.0	1.0	0.0	1.0
AA162	4	1.0	1.0	1.0	0.0	1.0
AA346	4	1.0	1.0	1.0	0.0	1.0
AA513	4	1.0	1.0	1.0	0.0	1.0
AA609	4	1.0	1.0	1.0	0.0	1.0
AB528	4	1.0	1.0	1.0	0.0	1.0
AB538	4	1.0	1.0	1.0	0.0	1.0
AB788	4	1.0	1.0	1.0	0.0	1.0
AB947	4	1.0	1.0	1.0	0.0	1.0
AD488	4	1.0	1.0	1.0	0.0	1.0
AE283	4	1.0	1.0	1.0	0.0	1.0
AG189	4	1.0	1.0	1.0	0.0	1.0
AG728	4	1.0	1.0	1.0	0.0	1.0
AA010	3	1.0	1.0	1.0	0.0	1.0
AA035	3	1.0	1.0	1.0	0.0	1.0
AA147	3	1.0	1.0	1.0	0.0	1.0
AA178	3	1.0	1.0	1.0	0.0	1.0
AA406	3	1.0	1.0	1.0	0.0	1.0
AA710	3	1.0	1.0	1.0	0.0	1.0
AA724	3	1.0	1.0	1.0	0.0	1.0
AA747	3	1.0	1.0	1.0	0.0	1.0
AA832	3	1.0	1.0	1.0	0.0	1.0
AB081	3	1.0	1.0	1.0	0.0	1.0
AB232	3	1.0	1.0	1.0	0.0	1.0
AB592	3	1.0	1.0	1.0	0.0	1.0
AB672	3	1.0	1.0	1.0	0.0	1.0
AB674	3	1.0	1.0	1.0	0.0	1.0
AB679	3	1.0	1.0	1.0	0.0	1.0
AB804	3	1.0	1.0	1.0	0.0	1.0
AB872	3	1.0	1.0	1.0	0.0	1.0
AC122	3	1.0	1.0	1.0	0.0	1.0
AC125	3	1.0	1.0	1.0	0.0	1.0
AC313	3	1.0	1.0	1.0	0.0	1.0
AC689	3	1.0	1.0	1.0	0.0	1.0
AC978	3	1.0	1.0	1.0	0.0	1.0
AD358	3	1.0	1.0	1.0	0.0	1.0
AE088	3	1.0	1.0	1.0	0.0	1.0
AE465	3	1.0	1.0	1.0	0.0	1.0
AE548	3	1.0	1.0	1.0	0.0	1.0
AF686	3	1.0	1.0	1.0	0.0	1.0
AG351	3	1.0	1.0	1.0	0.0	1.0
AG433	3	1.0	1.0	1.0	0.0	1.0
AG445	3	1.0	1.0	1.0	0.0	1.0
AA011	2	1.0	1.0	1.0	0.0	1.0
AA026	2	1.0	1.0	1.0	0.0	1.0
AA045	2	1.0	1.0	1.0	0.0	1.0
AA183	2	1.0	1.0	1.0	0.0	1.0
AA314	2	1.0	1.0	1.0	0.0	1.0
AA330	2	1.0	1.0	1.0	0.0	1.0
AA424	2	1.0	1.0	1.0	0.0	1.0
AA425	2	1.0	1.0	1.0	0.0	1.0
AA472	2	1.0	1.0	1.0	0.0	1.0
AA613	2	1.0	1.0	1.0	0.0	1.0
AA618	2	1.0	1.0	1.0	0.0	1.0
AA833	2	1.0	1.0	1.0	0.0	1.0
AB007	2	1.0	1.0	1.0	0.0	1.0
AB159	2	1.0	1.0	1.0	0.0	1.0
AB169	2	1.0	1.0	1.0	0.0	1.0
AB269	2	1.0	1.0	1.0	0.0	1.0
AB280	2	1.0	1.0	1.0	0.0	1.0
AB438	2	1.0	1.0	1.0	0.0	1.0
AB444	2	1.0	1.0	1.0	0.0	1.0
AB676	2	1.0	1.0	1.0	0.0	1.0
AB681	2	1.0	1.0	1.0	0.0	1.0
AB738	2	1.0	1.0	1.0	0.0	1.0
AB810	2	1.0	1.0	1.0	0.0	1.0
AB957	2	1.0	1.0	1.0	0.0	1.0
AC030	2	1.0	1.0	1.0	0.0	1.0
AC129	2	1.0	1.0	1.0	0.0	1.0
AC216	2	1.0	1.0	1.0	0.0	1.0
AC222	2	1.0	1.0	1.0	0.0	1.0
AC305	2	1.0	1.0	1.0	0.0	1.0
AC411	2	1.0	1.0	1.0	0.0	1.0
AC635	2	1.0	1.0	1.0	0.0	1.0
AC724	2	1.0	1.0	1.0	0.0	1.0
AC726	2	1.0	1.0	1.0	0.0	1.0
AC837	2	1.0	1.0	1.0	0.0	1.0
AC888	2	1.0	1.0	1.0	0.0	1.0
AC898	2	1.0	1.0	1.0	0.0	1.0
AD186	2	1.0	1.0	1.0	0.0	1.0
AD453	2	1.0	1.0	1.0	0.0	1.0
AD702	2	1.0	1.0	1.0	0.0	1.0
AD969	2	1.0	1.0	1.0	0.0	1.0
AD972	2	1.0	1.0	1.0	0.0	1.0
AE093	2	1.0	1.0	1.0	0.0	1.0
AE236	2	1.0	1.0	1.0	0.0	1.0
AE700	2	1.0	1.0	1.0	0.0	1.0
AE773	2	1.0	1.0	1.0	0.0	1.0
AE923	2	1.0	1.0	1.0	0.0	1.0
AF093	2	1.0	1.0	1.0	0.0	1.0
AF449	2	1.0	1.0	1.0	0.0	1.0
AF456	2	1.0	1.0	1.0	0.0	1.0
AF503	2	1.0	1.0	1.0	0.0	1.0
AF563	2	1.0	1.0	1.0	0.0	1.0
AF582	2	1.0	1.0	1.0	0.0	1.0
AF632	2	1.0	1.0	1.0	0.0	1.0
AF772	2	1.0	1.0	1.0	0.0	1.0
AG092	2	1.0	1.0	1.0	0.0	1.0
AG446	2	1.0	1.0	1.0	0.0	1.0
AG533	2	1.0	1.0	1.0	0.0	1.0
AG595	2	1.0	1.0	1.0	0.0	1.0
AG800	2	1.0	1.0	1.0	0.0	1.0
AA001	1	1.0	1.0	1.0	0.0	1.0
AA031	1	1.0	1.0	1.0	0.0	1.0
AA043	1	1.0	1.0	1.0	0.0	1.0
AA096	1	1.0	1.0	1.0	0.0	1.0
AA097	1	1.0	1.0	1.0	0.0	1.0
AA143	1	1.0	1.0	1.0	0.0	1.0
AA215	1	1.0	1.0	1.0	0.0	1.0
AA283	1	1.0	1.0	1.0	0.0	1.0
AA297	1	1.0	1.0	1.0	0.0	1.0
AA302	1	1.0	1.0	1.0	0.0	1.0
AA306	1	1.0	1.0	1.0	0.0	1.0
AA316	1	1.0	1.0	1.0	0.0	1.0
AA326	1	1.0	1.0	1.0	0.0	1.0
AA329	1	1.0	1.0	1.0	0.0	1.0
AA331	1	1.0	1.0	1.0	0.0	1.0
AA343	1	1.0	1.0	1.0	0.0	1.0
AA349	1	1.0	1.0	1.0	0.0	1.0
AA351	1	1.0	1.0	1.0	0.0	1.0
AA352	1	1.0	1.0	1.0	0.0	1.0
AA358	1	1.0	1.0	1.0	0.0	1.0
AA363	1	1.0	1.0	1.0	0.0	1.0
AA398	1	1.0	1.0	1.0	0.0	1.0
AA407	1	1.0	1.0	1.0	0.0	1.0
AA423	1	1.0	1.0	1.0	0.0	1.0
AA440	1	1.0	1.0	1.0	0.0	1.0
AA451	1	1.0	1.0	1.0	0.0	1.0
AA560	1	1.0	1.0	1.0	0.0	1.0
AA563	1	1.0	1.0	1.0	0.0	1.0
AA593	1	1.0	1.0	1.0	0.0	1.0
AA615	1	1.0	1.0	1.0	0.0	1.0
AA675	1	1.0	1.0	1.0	0.0	1.0
AA736	1	1.0	1.0	1.0	0.0	1.0
AA791	1	1.0	1.0	1.0	0.0	1.0
AA798	1	1.0	1.0	1.0	0.0	1.0
AA818	1	1.0	1.0	1.0	0.0	1.0
AA828	1	1.0	1.0	1.0	0.0	1.0
AA830	1	1.0	1.0	1.0	0.0	1.0
AA831	1	1.0	1.0	1.0	0.0	1.0
AA859	1	1.0	1.0	1.0	0.0	1.0
AA964	1	1.0	1.0	1.0	0.0	1.0
AB008	1	1.0	1.0	1.0	0.0	1.0
AB131	1	1.0	1.0	1.0	0.0	1.0
AB132	1	1.0	1.0	1.0	0.0	1.0
AB133	1	1.0	1.0	1.0	0.0	1.0
AB183	1	1.0	1.0	1.0	0.0	1.0
AB230	1	1.0	1.0	1.0	0.0	1.0
AB267	1	1.0	1.0	1.0	0.0	1.0
AB275	1	1.0	1.0	1.0	0.0	1.0
AB277	1	1.0	1.0	1.0	0.0	1.0
AB282	1	1.0	1.0	1.0	0.0	1.0
AB283	1	1.0	1.0	1.0	0.0	1.0
AB601	1	1.0	1.0	1.0	0.0	1.0
AB625	1	1.0	1.0	1.0	0.0	1.0
AB682	1	1.0	1.0	1.0	0.0	1.0
AB728	1	1.0	1.0	1.0	0.0	1.0
AB729	1	1.0	1.0	1.0	0.0	1.0
AB741	1	1.0	1.0	1.0	0.0	1.0
AB743	1	1.0	1.0	1.0	0.0	1.0
AB785	1	1.0	1.0	1.0	0.0	1.0
AB820	1	1.0	1.0	1.0	0.0	1.0
AB885	1	1.0	1.0	1.0	0.0	1.0
AB888	1	1.0	1.0	1.0	0.0	1.0
AB890	1	1.0	1.0	1.0	0.0	1.0
AB944	1	1.0	1.0	1.0	0.0	1.0
AB945	1	1.0	1.0	1.0	0.0	1.0
AB966	1	1.0	1.0	1.0	0.0	1.0
AB972	1	1.0	1.0	1.0	0.0	1.0
AC008	1	1.0	1.0	1.0	0.0	1.0
AC077	1	1.0	1.0	1.0	0.0	1.0
AC079	1	1.0	1.0	1.0	0.0	1.0
AC121	1	1.0	1.0	1.0	0.0	1.0
AC134	1	1.0	1.0	1.0	0.0	1.0
AC173	1	1.0	1.0	1.0	0.0	1.0
AC217	1	1.0	1.0	1.0	0.0	1.0
AC246	1	1.0	1.0	1.0	0.0	1.0
AC248	1	1.0	1.0	1.0	0.0	1.0
AC330	1	1.0	1.0	1.0	0.0	1.0
AC345	1	1.0	1.0	1.0	0.0	1.0
AC409	1	1.0	1.0	1.0	0.0	1.0
AC472	1	1.0	1.0	1.0	0.0	1.0
AC493	1	1.0	1.0	1.0	0.0	1.0
AC503	1	1.0	1.0	1.0	0.0	1.0
AC504	1	1.0	1.0	1.0	0.0	1.0
AC506	1	1.0	1.0	1.0	0.0	1.0
AC543	1	1.0	1.0	1.0	0.0	1.0
AC562	1	1.0	1.0	1.0	0.0	1.0
AC563	1	1.0	1.0	1.0	0.0	1.0
AC571	1	1.0	1.0	1.0	0.0	1.0
AC720	1	1.0	1.0	1.0	0.0	1.0
AC734	1	1.0	1.0	1.0	0.0	1.0
AC736	1	1.0	1.0	1.0	0.0	1.0
AC766	1	1.0	1.0	1.0	0.0	1.0
AC767	1	1.0	1.0	1.0	0.0	1.0
AC897	1	1.0	1.0	1.0	0.0	1.0
AC907	1	1.0	1.0	1.0	0.0	1.0
AC909	1	1.0	1.0	1.0	0.0	1.0
AC940	1	1.0	1.0	1.0	0.0	1.0
AC990	1	1.0	1.0	1.0	0.0	1.0
AD102	1	1.0	1.0	1.0	0.0	1.0
AD103	1	1.0	1.0	1.0	0.0	1.0
AD110	1	1.0	1.0	1.0	0.0	1.0
AD120	1	1.0	1.0	1.0	0.0	1.0
AD200	1	1.0	1.0	1.0	0.0	1.0
AD227	1	1.0	1.0	1.0	0.0	1.0
AD244	1	1.0	1.0	1.0	0.0	1.0
AD249	1	1.0	1.0	1.0	0.0	1.0
AD311	1	1.0	1.0	1.0	0.0	1.0
AD353	1	1.0	1.0	1.0	0.0	1.0
AD402	1	1.0	1.0	1.0	0.0	1.0
AD445	1	1.0	1.0	1.0	0.0	1.0
AD484	1	1.0	1.0	1.0	0.0	1.0
AD651	1	1.0	1.0	1.0	0.0	1.0
AD669	1	1.0	1.0	1.0	0.0	1.0
AD675	1	1.0	1.0	1.0	0.0	1.0
AD688	1	1.0	1.0	1.0	0.0	1.0
AD716	1	1.0	1.0	1.0	0.0	1.0
AD717	1	1.0	1.0	1.0	0.0	1.0
AD908	1	1.0	1.0	1.0	0.0	1.0
AD931	1	1.0	1.0	1.0	0.0	1.0
AE027	1	1.0	1.0	1.0	0.0	1.0
AE046	1	1.0	1.0	1.0	0.0	1.0
AE047	1	1.0	1.0	1.0	0.0	1.0
AE049	1	1.0	1.0	1.0	0.0	1.0
AE052	1	1.0	1.0	1.0	0.0	1.0
AE082	1	1.0	1.0	1.0	0.0	1.0
AE107	1	1.0	1.0	1.0	0.0	1.0
AE109	1	1.0	1.0	1.0	0.0	1.0
AE158	1	1.0	1.0	1.0	0.0	1.0
AE162	1	1.0	1.0	1.0	0.0	1.0
AE191	1	1.0	1.0	1.0	0.0	1.0
AE303	1	1.0	1.0	1.0	0.0	1.0
AE310	1	1.0	1.0	1.0	0.0	1.0
AE536	1	1.0	1.0	1.0	0.0	1.0
AE599	1	1.0	1.0	1.0	0.0	1.0
AE639	1	1.0	1.0	1.0	0.0	1.0
AE644	1	1.0	1.0	1.0	0.0	1.0
AE730	1	1.0	1.0	1.0	0.0	1.0
AE802	1	1.0	1.0	1.0	0.0	1.0
AE893	1	1.0	1.0	1.0	0.0	1.0
AE922	1	1.0	1.0	1.0	0.0	1.0
AE935	1	1.0	1.0	1.0	0.0	1.0
AE971	1	1.0	1.0	1.0	0.0	1.0
AF011	1	1.0	1.0	1.0	0.0	1.0
AF084	1	1.0	1.0	1.0	0.0	1.0
AF148	1	1.0	1.0	1.0	0.0	1.0
AF225	1	1.0	1.0	1.0	0.0	1.0
AF329	1	1.0	1.0	1.0	0.0	1.0
AF430	1	1.0	1.0	1.0	0.0	1.0
AF431	1	1.0	1.0	1.0	0.0	1.0
AF472	1	1.0	1.0	1.0	0.0	1.0
AF473	1	1.0	1.0	1.0	0.0	1.0
AF514	1	1.0	1.0	1.0	0.0	1.0
AF578	1	1.0	1.0	1.0	0.0	1.0
AF598	1	1.0	1.0	1.0	0.0	1.0
AF684	1	1.0	1.0	1.0	0.0	1.0
AF687	1	1.0	1.0	1.0	0.0	1.0
AF809	1	1.0	1.0	1.0	0.0	1.0
AF812	1	1.0	1.0	1.0	0.0	1.0
AF885	1	1.0	1.0	1.0	0.0	1.0
AF888	1	1.0	1.0	1.0	0.0	1.0
AF917	1	1.0	1.0	1.0	0.0	1.0
AG077	1	1.0	1.0	1.0	0.0	1.0
AG108	1	1.0	1.0	1.0	0.0	1.0
AG134	1	1.0	1.0	1.0	0.0	1.0
AG192	1	1.0	1.0	1.0	0.0	1.0
AG389	1	1.0	1.0	1.0	0.0	1.0
AG456	1	1.0	1.0	1.0	0.0	1.0
AG520	1	1.0	1.0	1.0	0.0	1.0
AG596	1	1.0	1.0	1.0	0.0	1.0
AG632	1	1.0	1.0	1.0	0.0	1.0
AG683	1	1.0	1.0	1.0	0.0	1.0
AG996	1	1.0	1.0	1.0	0.0	1.0
AC333	18	1.0555555555555556	0.9444444444444444	0.9444444444444444	0.05555555555555555	0.9444444444444444
AB461	17	1.0588235294117647	0.9465240641711229	0.9411764705882353	0.05614973262032086	0.9438502673796791
AA800	30	1.0666666666666667	0.9333333333333333	0.9333333333333333	0.06666666666666667	0.9333333333333333
AB978	14	1.0714285714285714	0.9285714285714286	0.9285714285714286	0.07142857142857142	0.9285714285714286
AC320	13	1.1538461538461537	0.8461538461538461	0.8461538461538461	0.15384615384615385	0.8461538461538461
AA473	7	1.1666666666666667	0.8333333333333334	0.8333333333333334	0.16666666666666666	0.8333333333333334
AB595	17	1.1764705882352942	0.8235294117647058	0.8235294117647058	0.17647058823529413	0.8235294117647058
AB082	9	1.2	0.8	0.8	0.2	0.8
AF609	6	1.2	0.8	0.8	0.2	0.8
AC309	5	1.2	0.8	0.8	0.2	0.8
AA919	28	1.2173913043478262	0.7913043478260869	0.782608695652174	0.21304347826086958	0.7869565217391304
AB161	4	1.25	0.75	0.75	0.25	0.75
AB628	4	1.25	0.75	0.75	0.25	0.75
AA921	10	1.3333333333333333	0.7083333333333334	0.6666666666666666	0.3125	0.6875
AA449	3	1.3333333333333333	0.7000000000000001	0.6666666666666666	0.31666666666666665	0.6833333333333333
AB951	7	1.3333333333333333	0.6666666666666666	0.6666666666666666	0.3333333333333333	0.6666666666666666
AA282	6	1.3333333333333333	0.6666666666666666	0.6666666666666666	0.3333333333333333	0.6666666666666666
AA667	6	1.3333333333333333	0.6666666666666666	0.6666666666666666	0.3333333333333333	0.6666666666666666
AA448	3	1.3333333333333333	0.6666666666666666	0.6666666666666666	0.3333333333333333	0.6666666666666666
AA837	3	1.3333333333333333	0.6666666666666666	0.6666666666666666	0.3333333333333333	0.6666666666666666
AA176	11	1.3636363636363635	0.6397306397306397	0.6363636363636364	0.36195286195286197	0.638047138047138
AA274	8	1.375	0.6328817733990149	0.625	0.3710591133004926	0.6289408866995074
AC408	14	1.4285714285714286	0.6428571428571429	0.5714285714285714	0.39285714285714285	0.6071428571428572
AA627	11	1.4	0.6098214285714285	0.6	0.3950892857142857	0.6049107142857142
AD164	6	1.4	0.6	0.6	0.4	0.6
AA356	5	1.4	0.6	0.6	0.4	0.6
AC507	5	1.4	0.6	0.6	0.4	0.6
AA474	52	1.4390243902439024	0.6045296167247387	0.5609756097560976	0.4172473867595819	0.5827526132404182
AA038	14	1.4285714285714286	0.5714285714285714	0.5714285714285714	0.42857142857142855	0.5714285714285714
AA336	12	1.4545454545454546	0.5848484848484848	0.5454545454545454	0.4348484848484848	0.5651515151515152
AB460	17	1.4705882352941178	0.5450980392156863	0.5294117647058824	0.46274509803921565	0.5372549019607844
AF747	2	1.5	0.5625	0.5	0.46875	0.53125
AA400	4	1.5	0.5454545454545454	0.5	0.4772727272727273	0.5227272727272727
AA002	28	1.5	0.5034965034965035	0.5	0.4982517482517483	0.5017482517482518
AA619	9	1.5	0.5	0.5	0.5	0.5
AA279	7	1.5	0.5	0.5	0.5	0.5
AC245	6	1.5	0.5	0.5	0.5	0.5
AA622	4	1.5	0.5	0.5	0.5	0.5
AA664	4	1.5	0.5	0.5	0.5	0.5
AB446	4	2.0	1.0	0.0	0.5	0.5
AA442	3	1.5	0.5	0.5	0.5	0.5
AD328	3	1.5	0.5	0.5	0.5	0.5
AA353	2	1.5	0.5	0.5	0.5	0.5
AA434	2	1.5	0.5	0.5	0.5	0.5
AA768	2	1.5	0.5	0.5	0.5	0.5
AB640	2	1.5	0.5	0.5	0.5	0.5
AB722	2	1.5	0.5	0.5	0.5	0.5
AB740	2	1.5	0.5	0.5	0.5	0.5
AC297	2	1.5	0.5	0.5	0.5	0.5
AC310	2	1.5	0.5	0.5	0.5	0.5
AC774	2	1.5	0.5	0.5	0.5	0.5
AF537	2	1.5	0.5	0.5	0.5	0.5
AF876	2	1.5	0.5	0.5	0.5	0.5
AG524	2	1.5	0.5	0.5	0.5	0.5
AB705	1	2.0	1.0	0.0	0.5	0.5
AC834	1	2.0	1.0	0.0	0.5	0.5
AD068	1	2.0	1.0	0.0	0.5	0.5
AD710	1	2.0	1.0	0.0	0.5	0.5
AE426	1	2.0	1.0	0.0	0.5	0.5
AG379	1	2.0	1.0	0.0	0.5	0.5
AA372	10	1.5714285714285714	0.42857142857142855	0.42857142857142855	0.5714285714285714	0.42857142857142855
AC247	3	1.6666666666666667	0.5	0.3333333333333333	0.5833333333333334	0.41666666666666663
AA552	33	1.59375	0.42020089285714285	0.40625	0.5867745535714286	0.4132254464285714
AA543	5	1.6	0.4133333333333334	0.4	0.5933333333333334	0.40666666666666673
AD529	5	1.6	0.4	0.4	0.6	0.4
AA848	11	1.6363636363636365	0.36363636363636365	0.36363636363636365	0.6363636363636364	0.36363636363636365
AA457	4	1.6666666666666667	0.3846153846153846	0.3333333333333333	0.6410256410256411	0.3589743589743589
AA334	3	1.6666666666666667	0.3703703703703704	0.3333333333333333	0.6481481481481481	0.35185185185185186
AA171	3	1.6666666666666667	0.358974358974359	0.3333333333333333	0.6538461538461539	0.34615384615384615
AA174	3	1.6666666666666667	0.35714285714285715	0.3333333333333333	0.6547619047619048	0.34523809523809523
AC716	3	1.6666666666666667	0.35294117647058826	0.3333333333333333	0.6568627450980392	0.3431372549019608
AA849	15	1.7333333333333334	0.32571428571428573	0.26666666666666666	0.7038095238095238	0.2961904761904762
AA551	15	1.7333333333333334	0.28444444444444444	0.26666666666666666	0.7244444444444444	0.27555555555555555
AC296	8	1.75	0.25	0.25	0.75	0.25
AA923	5	2.0	0.5	0.0	0.75	0.25
AA367	4	1.75	0.25	0.25	0.75	0.25
AC835	1	2.0	0.5	0.0	0.75	0.25
AA842	5	1.8	0.2	0.2	0.8	0.2
AA860	45	1.8222222222222222	0.2011701228581024	0.17777777777777778	0.8105260496820599	0.1894739503179401
AA941	20	1.8125	0.1875	0.1875	0.8125	0.1875
AC259	1	2.0	0.3333333333333333	0.0	0.8333333333333334	0.16666666666666666
AA405	7	1.8571428571428572	0.1602771141901577	0.14285714285714285	0.8484328714763497	0.15156712852365029
AB808	3	2.0	0.25	0.0	0.875	0.125
AB968	1	2.0	0.25	0.0	0.875	0.125
AC542	4	2.0	0.225	0.0	0.8875	0.1125
AA046	2	2.0	0.2	0.0	0.9	0.1
AC242	1	2.0	0.2	0.0	0.9	0.1
AA275	12	1.9166666666666667	0.10909514482431149	0.08333333333333333	0.9037857609211776	0.0962142390788224
AD768	4	2.0	0.1875	0.0	0.90625	0.09375
AA411	12	1.9166666666666667	0.08333333333333333	0.08333333333333333	0.9166666666666666	0.08333333333333333
AE341	3	2.0	0.16666666666666666	0.0	0.9166666666666667	0.08333333333333333
AB644	2	2.0	0.16666666666666666	0.0	0.9166666666666667	0.08333333333333333
AC295	2	2.0	0.16666666666666666	0.0	0.9166666666666667	0.08333333333333333
AC260	3	2.0	0.13333333333333333	0.0	0.9333333333333332	0.06666666666666667
AD058	4	2.0	0.125	0.0	0.9375	0.0625
AA887	2	2.0	0.11904761904761904	0.0	0.9404761904761905	0.05952380952380952
AA018	18	1.9444444444444444	0.05555555555555555	0.05555555555555555	0.9444444444444444	0.05555555555555555
AC082	2	2.0	0.10101010101010101	0.0	0.9494949494949495	0.050505050505050504
AA595	3	2.0	0.08477075040542532	0.0	0.9576146247972873	0.04238537520271266
AB923	2	2.0	0.08333333333333333	0.0	0.9583333333333333	0.041666666666666664
AC969	1	2.0	0.08333333333333333	0.0	0.9583333333333334	0.041666666666666664
AB193	3	2.0	0.08045440398381574	0.0	0.9597727980080921	0.04022720199190787
AA324	3	2.0	0.07698412698412699	0.0	0.9615079365079365	0.038492063492063494
AA170	1	2.0	0.07692307692307693	0.0	0.9615384615384616	0.038461538461538464
AA628	2	2.0	0.06666666666666667	0.0	0.9666666666666667	0.03333333333333333
AC212	2	2.0	0.05631868131868132	0.0	0.9718406593406593	0.02815934065934066
AA175	2	2.0	0.045454545454545456	0.0	0.9772727272727273	0.022727272727272728
AA323	2	2.0	0.041666666666666664	0.0	0.9791666666666667	0.020833333333333332
AA735	5	2.0	0.02761904761904762	0.0	0.9861904761904763	0.01380952380952381
AB600	8	2.0	0.02638888888888889	0.0	0.9868055555555555	0.013194444444444444
AA338	8	2.0	0.020833333333333332	0.0	0.9895833333333333	0.010416666666666666
AB173	3	2.0	0.020833333333333332	0.0	0.9895833333333334	0.010416666666666666
AA739	12	2.0	0.013212481962481962	0.0	0.993393759018759	0.006606240981240981
AA738	3	2.0	0.012345679012345678	0.0	0.9938271604938271	0.006172839506172839
AA998	7	2.0	0.008403361344537815	0.0	0.9957983193277311	0.004201680672268907
AA840	19	2.0	0.0	0.0	1.0	0.0
AC627	15	2.0	0.0	0.0	1.0	0.0
AA083	11	2.0	0.0	0.0	1.0	0.0
AC677	10	2.0	0.0	0.0	1.0	0.0
AA079	9	2.0	0.0	0.0	1.0	0.0
AB631	8	2.0	0.0	0.0	1.0	0.0
AB642	8	2.0	0.0	0.0	1.0	0.0
AA357	7	2.0	0.0	0.0	1.0	0.0
AB172	6	2.0	0.0	0.0	1.0	0.0
AB702	6	2.0	0.0	0.0	1.0	0.0
AC120	6	2.0	0.0	0.0	1.0	0.0
AC629	6	2.0	0.0	0.0	1.0	0.0
AC628	5	2.0	0.0	0.0	1.0	0.0
AA409	4	2.0	0.0	0.0	1.0	0.0
AA525	4	2.0	0.0	0.0	1.0	0.0
AA576	4	2.0	0.0	0.0	1.0	0.0
AA770	4	2.0	0.0	0.0	1.0	0.0
AB114	4	2.0	0.0	0.0	1.0	0.0
AB881	4	2.0	0.0	0.0	1.0	0.0
AC237	4	2.0	0.0	0.0	1.0	0.0
AC301	4	2.0	0.0	0.0	1.0	0.0
AC670	4	2.0	0.0	0.0	1.0	0.0
AD055	4	2.0	0.0	0.0	1.0	0.0
AA003	3	2.0	0.0	0.0	1.0	0.0
AA319	3	2.0	0.0	0.0	1.0	0.0
AA436	3	2.0	0.0	0.0	1.0	0.0
AA851	3	2.0	0.0	0.0	1.0	0.0
AA970	3	2.0	0.0	0.0	1.0	0.0
AB541	3	2.0	0.0	0.0	1.0	0.0
AB561	3	2.0	0.0	0.0	1.0	0.0
AD331	3	2.0	0.0	0.0	1.0	0.0
AA013	2	2.0	0.0	0.0	1.0	0.0
AA067	2	2.0	0.0	0.0	1.0	0.0
AA084	2	2.0	0.0	0.0	1.0	0.0
AA089	2	2.0	0.0	0.0	1.0	0.0
AA303	2	2.0	0.0	0.0	1.0	0.0
AA452	2	2.0	0.0	0.0	1.0	0.0
AA553	2	2.0	0.0	0.0	1.0	0.0
AA782	2	2.0	0.0	0.0	1.0	0.0
AA841	2	2.0	0.0	0.0	1.0	0.0
AA850	2	2.0	0.0	0.0	1.0	0.0
AB155	2	2.0	0.0	0.0	1.0	0.0
AB187	2	2.0	0.0	0.0	1.0	0.0
AB190	2	2.0	0.0	0.0	1.0	0.0
AB559	2	2.0	0.0	0.0	1.0	0.0
AB630	2	2.0	0.0	0.0	1.0	0.0
AB646	2	2.0	0.0	0.0	1.0	0.0
AB724	2	2.0	0.0	0.0	1.0	0.0
AB754	2	2.0	0.0	0.0	1.0	0.0
AB756	2	2.0	0.0	0.0	1.0	0.0
AC293	2	2.0	0.0	0.0	1.0	0.0
AC410	2	2.0	0.0	0.0	1.0	0.0
AC669	2	2.0	0.0	0.0	1.0	0.0
AC671	2	2.0	0.0	0.0	1.0	0.0
AC678	2	2.0	0.0	0.0	1.0	0.0
AC751	2	2.0	0.0	0.0	1.0	0.0
AD092	2	2.0	0.0	0.0	1.0	0.0
AD100	2	2.0	0.0	0.0	1.0	0.0
AD584	2	2.0	0.0	0.0	1.0	0.0
AE045	2	2.0	0.0	0.0	1.0	0.0
AE813	2	2.0	0.0	0.0	1.0	0.0
AE814	2	2.0	0.0	0.0	1.0	0.0
AF042	2	2.0	0.0	0.0	1.0	0.0
AF043	2	2.0	0.0	0.0	1.0	0.0
AF044	2	2.0	0.0	0.0	1.0	0.0
