backbone_id	n_train_macro_regions	n_test_macro_regions	n_new_macro_regions	new_macro_regions	macro_region_jump_label	n_train_host_families	n_test_host_families	n_new_host_families	new_host_families	host_family_jump_label	n_train_host_orders	n_test_host_orders	n_new_host_orders	new_host_orders	host_order_jump_label	weighted_new_country_burden	rarity_weighted_new_country_burden	n_new_countries_recomputed
AA585	0	1	1	Asia		0	1	1	Pseudomonadaceae		0	1	1	Pseudomonadales		0.06213697660012	0.876959619952494	1
AB191	0	1	1	Asia		0	1	1	Enterobacteriaceae		0	1	1	Enterobacterales		0.0222772959677056	0.7832634183069808	1
AC762	1	0	0		0.0	1	1	0		0.0	1	1	0		0.0	0.0	0.0	0
AF046	0	0	0			0	1	1	Comamonadaceae		0	1	1	Burkholderiales		0.0	0.0	0
AC761	0	1	1	North America		0	1	1	Planococcaceae		0	1	1	Bacillales		0.0469323254463932	0.7843230403800475	1
AB868	0	1	1	Asia		0	2	2	Sphingobacteriaceae,Staphylococcaceae		0	2	2	Bacillales,Sphingobacteriales		0.0606339062590832	0.8707838479809976	1
AF896	0	1	1	Europe		0	1	1	Moraxellaceae		0	1	1	Moraxellales		0.1714985851425088	0.9784537389100126	1
AD037	0	0	0			0	1	1	Moraxellaceae		0	1	1	Moraxellales		0.0	0.0	0
AF853	0	0	0			1	1	0			1	1	0			0.0	0.0	0
AG935	0	0	0			0	2	2	Moraxellaceae,Pseudomonadaceae		0	2	2	Moraxellales,Pseudomonadales		0.0	0.0	0
AF852	0	0	0			1	1	1	Moraxellaceae		1	1	1	Moraxellales		0.0	0.0	0
AF612	0	0	0			0	1	1	Moraxellaceae		0	1	1	Moraxellales		0.0	0.0	0
AF898	0	1	1	Europe		1	1	0			1	1	0			0.1031421246258793	0.9553444180522566	1
AB994	0	1	1	Europe		0	1	1	Moraxellaceae		0	1	1	Moraxellales		0.1714985851425088	0.9784537389100126	1
AA678	0	0	0			1	1	1	Moraxellaceae		1	1	1	Moraxellales		0.0	0.0	0
AF828	0	0	0			1	1	0			1	1	0			0.0	0.0	0
AE511	0	0	0			0	1	1	Moraxellaceae		0	1	1	Moraxellales		0.0	0.0	0
AG212	0	1	1	Asia		0	2	2	Hymenobacteraceae,Pseudoalteromonadaceae		0	2	2	Alteromonadales,Cytophagales		0.1421497579447074	1.8898752873312132	2
AF400	0	1	1	Europe		0	1	1	Moraxellaceae		0	1	1	Moraxellales		0.1714985851425088	0.9784537389100126	1
AF854	0	0	0			1	1	0			1	1	0			0.0	0.0	0
AE510	0	1	1	Europe		0	1	1	Moraxellaceae		0	1	1	Moraxellales		0.1714985851425088	0.9784537389100126	1
AG130	0	0	0			1	1	0			1	1	0			0.0	0.0	0
AE981	0	1	1	Europe		0	1	1	Moraxellaceae		0	1	1	Moraxellales		0.1360827634879543	0.9941916747337852	1
AG817	0	1	1	North America		0	1	1	Planococcaceae		0	1	1	Bacillales		0.0469323254463932	0.7843230403800475	1
AE506	0	1	1	Europe		0	1	1	Moraxellaceae		0	1	1	Moraxellales		0.1714985851425088	0.9784537389100126	1
AF613	0	0	0			0	1	1	Moraxellaceae		0	1	1	Moraxellales		0.0	0.0	0
AE509	0	0	0			1	1	0			1	1	0			0.0	0.0	0
AE857	0	2	2	Asia,North America		0	1	1	Streptococcaceae		0	1	1	Lactobacillales		0.0839947912794482	1.5904482068247878	2
AB013	0	1	1	Asia		0	2	2	Cellvibrionaceae,Moraxellaceae		0	2	2	Cellvibrionales,Moraxellales		0.0390137157320435	0.7580110497237569	1
AE980	0	0	0			1	1	0			1	1	0			0.0	0.0	0
AF829	0	1	1	Europe		0	1	1	Moraxellaceae		0	1	1	Moraxellales		0.1714985851425088	0.9784537389100126	1
AG355	0	1	1	Europe		0	2	2	Corynebacteriaceae,Moraxellaceae		0	2	2	Moraxellales,Mycobacteriales		0.2773500981126146	0.9952117863720074	1
AF399	0	0	0			1	1	0			1	1	0			0.0	0.0	0
AG523	0	0	0			0	1	1	Microbacteriaceae		0	1	1	Micrococcales		0.0	0.0	0
AG910	0	0	0			1	1	0			1	1	0			0.0	0.0	0
AG298	1	0	0		0.0	1	1	1	Micrococcaceae	1.0	1	1	1	Micrococcales	1.0	0.0	0.0	0
AE351	0	3	3	Europe,Latin America and Caribbean,North America		0	2	2	Nostocaceae,Streptococcaceae		0	2	2	Lactobacillales,Nostocales		0.6542204550341503	3.821636754445235	4
AG570	0	1	1	Europe		0	1	1	Enterobacteriaceae		0	1	1	Enterobacterales		0.0242821465589316	0.8175755620092503	1
AC724	0	2	2	Asia,Europe		1	1	0			1	1	0			0.0654166500484179	1.7540066688178984	2
AA055	0	1	1	Europe		0	1	1	Enterobacteriaceae		0	1	1	Enterobacterales		0.0242821465589316	0.8175755620092503	1
AF030	1	2	1	Europe	1.0	1	1	0		0.0	1	1	0		0.0	0.0242821465589316	0.8175755620092503	1
AE106	0	2	2	Asia,Europe		0	1	1	Enterobacteriaceae		0	1	1	Enterobacterales		0.1183542333972913	1.7874823529546564	2
AG250	0	1	1	Europe		0	1	1	Comamonadaceae		0	1	1	Burkholderiales		0.1360827634879543	0.9941916747337852	1
AB656	1	1	0		0.0	1	1	0		0.0	1	1	0		0.0	0.1111111111111111	0.9912875121006776	1
AH414	0	1	1	Europe		0	1	1	Comamonadaceae		0	1	1	Burkholderiales		0.1360827634879543	0.9941916747337852	1
AG466	0	1	1	Europe		0	1	1	Comamonadaceae		0	1	1	Burkholderiales		0.1360827634879543	0.9941916747337852	1
AG566	0	1	1	Europe		0	1	1	Paracoccaceae		0	1	1	Rhodobacterales		0.1348399724926484	0.9940841131547812	1
AE128	0	1	1	Europe		0	1	1	Brucellaceae		0	1	1	Hyphomicrobiales		0.1348399724926484	0.9940841131547812	1
AE127	0	1	1	Europe		0	1	1	Brucellaceae		0	1	1	Hyphomicrobiales		0.1348399724926484	0.9940841131547812	1
AG822	0	1	1	Europe		0	1	1	Comamonadaceae		0	1	1	Burkholderiales		0.1360827634879543	0.9941916747337852	1
AE328	0	1	1	Europe		0	1	1	Comamonadaceae		0	1	1	Burkholderiales		0.1360827634879543	0.9941916747337852	1
AE327	0	2	2	Asia,Europe		0	2	2	Chitinibacteraceae,Comamonadaceae		0	2	2	Burkholderiales,Neisseriales		0.1772172669774407	1.930622781542433	2
AG251	0	1	1	Europe		0	1	1	Comamonadaceae		0	1	1	Burkholderiales		0.1360827634879543	0.9941916747337852	1
AF047	0	0	0			0	1	1	Comamonadaceae		0	1	1	Burkholderiales		0.0	0.0	0
AG467	0	1	1	Europe		0	1	1	Comamonadaceae		0	1	1	Burkholderiales		0.1360827634879543	0.9941916747337852	1
AG938	0	0	0			0	1	1	Pectobacteriaceae		0	1	1	Enterobacterales		0.0	0.0	0
AB986	0	2	2	Africa,Europe		0	1	1	Leptospiraceae		0	1	1	Leptospirales		1.130188910980824	1.978161315032414	2
AA690	0	1	1	Asia		1	1	0			1	1	0			0.037062465833055	0.8061251664447404	1
AA862	0	0	0			1	1	0			1	1	0			0.0	0.0	0
AH436	0	1	1	Middle East and West Asia		0	1	1	Microbacteriaceae		0	1	1	Micrococcales		0.4082482904638631	0.9984021304926765	1
AG435	0	1	1	Middle East and West Asia		0	1	1	Microbacteriaceae		0	1	1	Micrococcales		0.4082482904638631	0.9984021304926765	1
AC769	0	1	1	Europe		1	1	1	Enterobacteriaceae		1	1	0			0.0242821465589316	0.8175755620092503	1
AE975	0	2	2	Asia,Europe		0	1	1	Enterobacteriaceae		0	1	1	Enterobacterales		0.1183542333972913	1.7874823529546564	2
AD721	0	2	2	Asia,Latin America and Caribbean		0	1	1	Rhizobiaceae		0	1	1	Hyphomicrobiales		0.1790417241348444	1.752525409194554	2
AG220	0	1	1	Asia		0	1	1	Mycobacteriaceae		0	1	1	Mycobacteriales		0.1622214211307625	0.9759188846641318	1
AA822	0	2	2	Asia,Europe		0	1	1	Enterobacteriaceae		0	1	1	Enterobacterales		0.1472772959677056	1.7596906742922478	2
AF180	0	1	1	Asia		0	2	2	Paracoccaceae,Roseobacteraceae		0	1	1	Rhodobacterales		0.0222772959677056	0.7832634183069808	1
AE575	0	1	1	Asia		1	1	0			1	1	0			0.0429536779587557	0.9417016241798428	1
AD520	0	1	1	North America		1	1	1	Enterobacteriaceae		1	1	0			0.0273587827582291	0.856297730450683	1
AD340	0	1	1	Asia		0	1	1	Enterobacteriaceae		0	1	1	Enterobacterales		0.0819673936907992	1.6997126739036	2
AB945	0	1	1	Asia		1	1	1	Enterobacteriaceae		1	1	0			0.0429536779587557	0.9417016241798428	1
AF213	0	1	1	Asia		1	1	1	Streptomycetaceae		1	1	1	Kitasatosporales		0.0222772959677056	0.7832634183069808	1
AC002	0	1	1	Asia		0	1	1	Lactobacillaceae		0	1	1	Lactobacillales		0.0222772959677056	0.7832634183069808	1
AE500	0	2	2	Africa,Asia		0	1	1	Moraxellaceae		0	1	1	Moraxellales		0.4169781887412707	1.757258118670729	2
AH371	0	1	1	Asia		0	2	2	Haloferacaceae,Streptomycetaceae		0	2	2	Halobacteriales,Kitasatosporales		0.0222772959677056	0.7832634183069808	1
AF770	0	1	1	Asia		0	2	2	Azospirillaceae,Haloferacaceae		0	2	2	Halobacteriales,Rhodospirillales		0.0390137157320435	0.7580110497237569	1
AC544	0	1	1	Europe		0	1	1	Lactobacillaceae		0	1	1	Lactobacillales		0.2532804019601566	1.9711698123971555	2
AB610	0	1	1	Europe		0	1	1	Lactobacillaceae		0	1	1	Lactobacillales		0.1230914909793327	0.9929009357857372	1
AE916	0	0	0			1	1	0			1	1	0			0.0	0.0	0
AH116	0	0	0			0	1	1	Deinococcaceae		0	1	1	Deinococcales		0.0	0.0	0
AF796	0	1	1	Europe		0	2	2	Deinococcaceae,Roseobacteraceae		0	2	2	Deinococcales,Rhodobacterales		0.1924500897298752	0.9871733966745844	1
AG304	0	2	2	Asia,North America		0	1	1	Deinococcaceae		0	1	1	Deinococcales		0.0640893964680602	1.572582018675305	2
AD140	0	0	0			0	1	1	Deinococcaceae		0	1	1	Deinococcales		0.0	0.0	0
AA640	0	2	2	Asia,North America		0	1	1	Nostocaceae		0	1	1	Nostocales		0.115064584688932	1.8084155941707567	2
AC415	0	1	1	North America		1	1	0			1	1	0			0.0273587827582291	0.856297730450683	1
AC418	0	2	2	Europe,North America		0	1	1	Nostocaceae		0	1	1	Nostocales		0.2312462313439356	2.662455244577797	3
AA985	0	3	3	Asia,Latin America and Caribbean,North America		1	2	1	Scytonemataceae		1	1	0			0.3173562737180638	2.8022851866057383	3
AD916	0	1	1	Latin America and Caribbean		1	1	0			1	1	0			0.25	0.9982790147359364	1
AE007	0	1	1	Latin America and Caribbean		0	2	2	Calotrichaceae,Nostocaceae		0	1	1	Nostocales		0.25	0.9982790147359364	1
AA699	0	1	1	Europe		0	1	1	Lactobacillaceae		0	1	1	Lactobacillales		0.2823239911297568	2.845654425429457	3
AC486	0	1	1	Europe		1	1	0			1	1	0			0.1230914909793327	0.9929009357857372	1
AG083	0	1	1	Europe		0	2	2	Halobacteriaceae,Tsukamurellaceae		0	2	2	Halobacteriales,Mycobacteriales		0.0949157995752499	0.9591160220994476	1
AE961	0	0	0			0	1	1	Micrococcaceae		0	1	1	Micrococcales		0.0	0.0	0
AH430	0	0	0			0	1	1	Halomonadaceae		0	1	1	Oceanospirillales		0.0	0.0	0
AH164	0	0	0			0	1	1	Micrococcaceae		0	1	1	Micrococcales		0.0	0.0	0
AF903	0	0	0			0	1	1	Micrococcaceae		0	1	1	Micrococcales		0.0	0.0	0
AH192	0	0	0			0	1	1	Micrococcaceae		0	1	1	Micrococcales		0.0	0.0	0
AD832	0	0	0			0	1	1	Pseudomonadaceae		0	1	1	Pseudomonadales		0.0	0.0	0
AH124	0	0	0			0	1	1	Pseudomonadaceae		0	1	1	Pseudomonadales		0.0	0.0	0
AH427	0	0	0			0	1	1	Pseudomonadaceae		0	1	1	Pseudomonadales		0.0	0.0	0
AF759	0	0	0			0	1	1	Staphylococcaceae		0	1	1	Bacillales		0.0	0.0	0
AE962	0	0	0			0	1	1	Micrococcaceae		0	1	1	Micrococcales		0.0	0.0	0
AE613	0	0	0			0	1	1	Micrococcaceae		0	1	1	Micrococcales		0.0	0.0	0
AE963	0	0	0			0	1	1	Micrococcaceae		0	1	1	Micrococcales		0.0	0.0	0
AB599	0	0	0			1	1	1	Pseudomonadaceae		1	1	1	Pseudomonadales		0.0	0.0	0
AG074	0	0	0			0	1	1	Micrococcaceae		0	1	1	Micrococcales		0.0	0.0	0
AB288	0	0	0			0	1	1	Pseudomonadaceae		0	1	1	Pseudomonadales		0.0	0.0	0
AF421	0	1	1	Europe		0	1	1	Pseudomonadaceae		0	1	1	Pseudomonadales		0.0816496580927726	0.983865763149403	1
AD830	0	0	0			0	1	1	Pseudomonadaceae		0	1	1	Pseudomonadales		0.0	0.0	0
AF758	0	0	0			0	1	1	Staphylococcaceae		0	1	1	Bacillales		0.0	0.0	0
AF918	0	0	0			0	1	1	Pseudomonadaceae		0	1	1	Pseudomonadales		0.0	0.0	0
AG420	0	0	0			0	1	1	Pseudomonadaceae		0	1	1	Pseudomonadales		0.0	0.0	0
AG896	0	0	0			0	1	1	Pseudomonadaceae		0	1	1	Pseudomonadales		0.0	0.0	0
AB958	0	1	1	Asia		0	1	1	Enterobacteriaceae		0	1	1	Enterobacterales		0.0222772959677056	0.7832634183069808	1
AB398	0	0	0			0	1	1	Lactobacillaceae		0	1	1	Lactobacillales		0.0	0.0	0
AH320	0	1	1	Asia		0	1	1	Acetobacteraceae		0	1	1	Rhodospirillales		0.0222772959677056	0.7832634183069808	1
AG306	0	0	0			0	1	1	Shewanellaceae		0	1	1	Alteromonadales		0.0	0.0	0
AD561	0	1	1	North America		0	1	1	Aeromonadaceae		0	1	1	Aeromonadales		0.0606339062590832	0.9707432505109176	1
AD470	0	1	1	Asia		0	1	1	Lactobacillaceae		0	1	1	Lactobacillales		0.0656532164298612	0.9750457136710768	1
AF880	0	0	0			0	1	1	Bacteroidaceae		0	1	1	Bacteroidales		0.0	0.0	0
AG865	0	1	1	Latin America and Caribbean		0	1	1	Vibrionaceae		0	1	1	Vibrionales		0.7071067811865475	0.999784876841992	1
AD562	0	0	0			0	1	1	Aeromonadaceae		0	1	1	Aeromonadales		0.0	0.0	0
AB953	0	1	1	Asia		0	1	1	Enterobacteriaceae		0	1	1	Enterobacterales		0.0411345034894863	0.936431106808648	1
AH259	0	1	1	Asia		0	1	1	Enterobacteriaceae		0	1	1	Enterobacterales		0.0222772959677056	0.7832634183069808	1
AE676	0	1	1	Europe		0	1	1	Paracoccaceae		0	1	1	Rhodobacterales		0.1348399724926484	0.9940841131547812	1
AF538	0	1	1	Europe		0	1	1	Desulfovibrionaceae		0	1	1	Desulfovibrionales		0.0808452083454443	0.9835430784123912	1
AE923	0	0	0			1	0	0			1	0	0			0.0	0.0	0
AE143	0	0	0			0	1	1	Microcoleaceae		0	1	1	Oscillatoriales		0.0	0.0	0
AG161	0	0	0			0	1	1	Micrococcaceae		0	1	1	Micrococcales		0.0	0.0	0
AG160	0	0	0			0	1	1	Micrococcaceae		0	1	1	Micrococcales		0.0	0.0	0
AG719	1	0	0		0.0	1	0	0		0.0	1	0	0		0.0	0.0	0.0	0
AF988	0	0	0			0	1	1	Carnobacteriaceae		0	1	1	Lactobacillales		0.0	0.0	0
AD857	0	0	0			0	1	1	Carnobacteriaceae		0	1	1	Lactobacillales		0.0	0.0	0
AH206	0	0	0			1	0	0			1	0	0			0.0	0.0	0
AG068	0	0	0			0	1	1	Vibrionaceae		0	1	1	Vibrionales		0.0	0.0	0
AC268	0	0	0			0	1	1	Aeromonadaceae		0	1	1	Aeromonadales		0.0	0.0	0
AC844	1	0	0		0.0	1	0	0		0.0	1	0	0		0.0	0.0	0.0	0
AB895	0	0	0			1	0	0			1	0	0			0.0	0.0	0
AB330	0	1	1	Europe		1	1	0			1	1	0			0.1601281538050871	0.9752851711026616	1
AD500	0	0	0			0	1	1	Paenibacillaceae		0	1	1	Bacillales		0.0	0.0	0
AE740	0	0	0			1	0	0			1	0	0			0.0	0.0	0
AF211	0	0	0			0	1	1	Micromonosporaceae		0	1	1	Micromonosporales		0.0	0.0	0
AD842	0	1	1	Europe		2	1	1	Oxalobacteraceae		2	1	1	Burkholderiales		0.0808452083454443	0.9835430784123912	1
AC485	0	1	1	Europe		0	1	1	Lactobacillaceae		0	1	1	Lactobacillales		0.3651470458850002	1.8903442420405456	2
AD029	0	1	1	North America		1	1	0			1	1	0			0.0273587827582291	0.856297730450683	1
AG883	0	1	1	Asia		1	1	0			1	1	0			0.0411345034894863	0.936431106808648	1
AC077	0	2	2	Asia,North America		1	1	0			1	1	0			0.0879926890173123	1.7270815784316806	2
AE053	0	1	1	Asia		0	1	1	Azospirillaceae		0	1	1	Rhodospirillales		0.1639151164153175	1.8944003452732143	2
AB813	0	1	1	Asia		0	1	1	Azospirillaceae		0	1	1	Rhodospirillales		0.1352065903278461	1.906337897754054	2
AE573	0	1	1	North America		0	1	1	Enterobacteriaceae		0	1	1	Enterobacterales		0.0469323254463932	0.7843230403800475	1
AE691	0	1	1	Asia		0	1	1	Moraxellaceae		0	1	1	Moraxellales		0.2458840937176846	1.7705891470775763	2
AA096	0	2	2	Europe,North America		1	1	0			1	1	0			0.1523587827582291	1.83272498643595	2
AD581	1	1	1	Asia	1.0	1	1	0		0.0	1	1	0		0.0	0.0610847221781526	0.9711734968269334	1
AA950	0	0	0			1	1	0			1	1	0			0.0	0.0	0
AB070	0	0	0			0	1	1	Enterobacteriaceae		0	1	1	Enterobacterales		0.0	0.0	0
AD364	0	0	0			1	1	0			1	1	0			0.0	0.0	0
AC538	0	0	0			0	1	1	Pseudonocardiaceae		0	1	1	Pseudonocardiales		0.0	0.0	0
AH488	0	0	0			0	1	1	Halomonadaceae		0	1	1	Oceanospirillales		0.0	0.0	0
AA164	0	1	1	Asia		1	1	1	Hymenobacteraceae		1	1	1	Cytophagales		0.0411345034894863	0.936431106808648	1
AH474	0	0	0			0	1	1	Halomonadaceae		0	1	1	Oceanospirillales		0.0	0.0	0
AF951	0	1	1	Europe		0	1	1	Yersiniaceae		0	1	1	Enterobacterales		0.5	0.9989347536617844	1
AA798	1	1	0		0.0	1	1	0		0.0	1	1	0		0.0	0.0	0.0	0
AC350	1	1	0		0.0	1	1	0		0.0	1	1	0		0.0	0.0	0.0	0
AF251	1	1	1	North America	1.0	1	1	0		0.0	1	1	0		0.0	0.0273587827582291	0.856297730450683	1
AG472	0	2	2	Asia,Oceania		0	1	1	Enterobacteriaceae		0	1	1	Enterobacterales		0.0796638981172855	1.7468587364135475	2
AC299	0	1	1	Europe		0	1	1	Pseudomonadaceae		0	1	1	Pseudomonadales		0.1111111111111111	0.9912875121006776	1
AB774	0	2	2	Asia,Europe		1	1	0			1	1	0			0.2227880684209714	1.9767666989351405	2
AB518	0	1	1	Europe		1	1	0			1	1	0			0.0769230769230769	0.9818220931483276	1
AD459	0	1	1	Europe		0	1	1	Helicobacteraceae		0	1	1	Campylobacterales		0.5241366724230349	1.9799804725221763	2
AC472	1	1	0		0.0	1	1	1	Morganellaceae	1.0	1	1	1	Enterobacterales	1.0	0.2156851808380927	1.977627191567172	2
AC039	0	0	0			0	1	1	Enterobacteriaceae		0	1	1	Enterobacterales		0.0	0.0	0
AB625	0	1	1	Europe		1	1	0			1	1	0			0.0808452083454443	0.9835430784123912	1
AF577	0	1	1	Asia		0	2	2	Enterobacteriaceae,Morganellaceae		0	1	1	Enterobacterales		0.0222772959677056	0.7832634183069808	1
AH278	0	1	1	Asia		0	1	1	Pseudomonadaceae		0	1	1	Pseudomonadales		0.0610847221781526	0.9711734968269334	1
AB916	0	1	1	Europe		0	1	1	Peptostreptococcaceae		0	1	1	Peptostreptococcales		0.25	0.9982790147359364	1
AC651	0	0	0			0	1	1	Pseudomonadaceae		0	1	1	Pseudomonadales		0.0	0.0	0
AB126	0	2	2	Europe,North America		0	1	1	Staphylococcaceae		0	1	1	Bacillales		0.0611176199931194	1.6213039241930054	2
AC063	0	1	1	Europe		0	1	1	Bacillaceae		0	1	1	Bacillales		0.1924500897298752	0.9970958373668926	1
AF647	0	1	1	Europe		0	1	1	Staphylococcaceae		0	1	1	Bacillales		0.0242821465589316	0.8175755620092503	1
AH173	0	1	1	Latin America and Caribbean		0	1	1	Mycobacteriaceae		0	1	1	Mycobacteriales		0.1072112534837794	0.9906421426266536	1
AC952	0	0	0			0	1	1	Lysobacteraceae		0	1	1	Lysobacterales		0.0	0.0	0
AH005	0	1	1	Europe		0	1	1	Staphylococcaceae		0	1	1	Bacillales		0.1414213562373095	0.994621921049801	1
AB556	0	0	0			0	1	1	Staphylococcaceae		0	1	1	Bacillales		0.0	0.0	0
AC219	0	1	1	Europe		0	1	1	Aeromonadaceae		0	1	1	Aeromonadales		0.0816496580927726	0.983865763149403	1
AC052	0	0	0			1	1	0			1	1	0			0.0	0.0	0
AC084	0	2	2	Europe,Middle East and West Asia		0	1	1	Alcaligenaceae		0	1	1	Burkholderiales		1.1348399724926483	1.993976551575777	2
AA584	0	1	1	Asia		0	1	1	Enterobacteriaceae		0	1	1	Enterobacterales		0.0222772959677056	0.7832634183069808	1
AB748	0	1	1	Asia		0	1	1	Enterobacteriaceae		0	1	1	Enterobacterales		0.0222772959677056	0.7832634183069808	1
AG897	0	0	0			0	1	1	Lactobacillaceae		0	1	1	Lactobacillales		0.0	0.0	0
AD119	0	1	1	Europe		0	1	1	Pseudomonadaceae		0	1	1	Pseudomonadales		0.1825741858350553	0.9967731526298806	1
AA415	0	1	1	North America		0	1	1	Enterobacteriaceae		0	1	1	Enterobacterales		0.0606339062590832	0.9707432505109176	1
AA787	0	0	0			0	1	1	Bacillaceae		0	1	1	Bacillales		0.0	0.0	0
AD205	0	0	0			0	1	1	Streptococcaceae		0	1	1	Lactobacillales		0.0	0.0	0
AD969	0	0	0			1	1	0			1	1	0			0.0	0.0	0
AB668	0	1	1	Asia		0	1	1	Acholeplasmataceae		0	1	1	Acholeplasmatales		0.0222772959677056	0.7832634183069808	1
AE933	0	1	1	Oceania		0	1	1	Pseudomonadaceae		0	1	1	Pseudomonadales		0.1767766952966368	0.9965580294718728	1
AA589	0	1	1	Asia		0	1	1	Enterobacteriaceae		0	1	1	Enterobacterales		0.0222772959677056	0.7832634183069808	1
AF576	0	2	2	Asia,Europe		0	1	1	Enterobacteriaceae		0	1	1	Enterobacterales		0.3233808333817773	1.9754670689112035	2
AD098	0	1	1	Europe		0	1	1	Enterobacteriaceae		0	1	1	Enterobacterales		0.0808452083454443	0.9835430784123912	1
AF362	0	1	1	North America		0	1	1	Rickettsiaceae		0	1	1	Rickettsiales		0.0273587827582291	0.856297730450683	1
AD905	0	1	1	North America		0	1	1	Enterococcaceae		0	1	1	Lactobacillales		0.0606339062590832	0.9707432505109176	1
AB919	0	2	2	Asia,Europe		0	2	2	Carnobacteriaceae,Enterococcaceae		0	1	1	Lactobacillales		0.204851481802761	1.7800365709368613	2
AB513	0	1	1	Asia		1	1	0			1	1	0			0.1458649914978945	0.994944605786813	1
AE767	0	0	0			0	1	1	Aeromonadaceae		0	1	1	Aeromonadales		0.0	0.0	0
AB367	0	0	0			0	1	1	Bifidobacteriaceae		0	1	1	Bifidobacteriales		0.0	0.0	0
AC010	0	0	0			0	1	1	Lactobacillaceae		0	1	1	Lactobacillales		0.0	0.0	0
AC723	0	0	0			0	1	1	Enterobacteriaceae		0	1	1	Enterobacterales		0.0	0.0	0
AA077	0	0	0			0	1	1	Thermaceae		0	1	1	Thermales		0.0	0.0	0
AG047	0	1	1	Europe		0	1	1	Yersiniaceae		0	1	1	Enterobacterales		0.0769230769230769	0.9818220931483276	1
AF102	0	1	1	Asia		0	1	1	Streptococcaceae		0	1	1	Lactobacillales		0.0610847221781526	0.9711734968269334	1
AC982	0	0	0			1	1	0			1	1	0			0.0	0.0	0
AD968	0	0	0			0	1	1	Clostridiaceae		0	1	1	Eubacteriales		0.0	0.0	0
AF633	0	1	1	Asia		0	1	1	Lactobacillaceae		0	1	1	Lactobacillales		0.0656532164298612	0.9750457136710768	1
AD959	0	1	1	Asia		0	1	1	Lactobacillaceae		0	1	1	Lactobacillales		0.0656532164298612	0.9750457136710768	1
AC058	0	1	1	Asia		1	1	0			1	1	0			0.0222772959677056	0.7832634183069808	1
AF215	0	0	0			0	1	1	Methylobacteriaceae		0	1	1	Hyphomicrobiales		0.0	0.0	0
AG284	0	0	0			0	1	1	Bacillaceae		0	1	1	Bacillales		0.0	0.0	0
AH057	0	0	0			0	1	1	Erwiniaceae		0	1	1	Enterobacterales		0.0	0.0	0
AE175	0	0	0			0	1	1	Sphingomonadaceae		0	1	1	Sphingomonadales		0.0	0.0	0
AE960	0	0	0			1	1	0			1	1	0			0.0	0.0	0
AD639	0	0	0			0	1	1	Burkholderiaceae		0	1	1	Burkholderiales		0.0	0.0	0
AC400	0	0	0			0	2	2	Acetobacteraceae,Bacillaceae		0	2	2	Bacillales,Rhodospirillales		0.0	0.0	0
AE868	0	1	1	North America		0	2	2	Acetobacteraceae,Pseudomonadaceae		0	2	2	Pseudomonadales,Rhodospirillales		0.0368354734341878	0.803728362183755	1
AF444	0	1	1	Asia		0	1	1	Acetobacteraceae		0	1	1	Rhodospirillales		0.0583211843519804	0.9217043941411452	1
AD063	0	2	2	Europe,North America		0	1	1	Paenibacillaceae		0	1	1	Bacillales		0.2243862863354099	1.7860917529982048	2
AA651	0	1	1	Asia		0	2	2	Nocardiaceae,Pseudonocardiaceae		0	2	2	Mycobacteriales,Pseudonocardiales		0.2648129210040386	1.778736121369564	2
AF246	0	1	1	Africa		1	1	1	Lysobacteraceae		1	1	1	Lysobacterales		0.7071067811865475	0.999784876841992	1
AD082	0	1	1	Asia		0	1	1	Bacillaceae		0	1	1	Bacillales		0.0390137157320435	0.7580110497237569	1
AD278	0	1	1	Europe		1	1	1	Gemmataceae		1	1	1	Gemmatales		0.0769230769230769	0.9818220931483276	1
AG674	0	1	1	Asia		0	1	1	Fusobacteriaceae		0	1	1	Fusobacteriales		0.0995037190209989	0.9359949302915084	1
AF388	0	1	1	Asia		1	1	0			1	1	0			0.0411345034894863	0.936431106808648	1
AD105	1	1	1	North America	1.0	1	1	0		0.0	1	1	0		0.0	0.0273587827582291	0.856297730450683	1
AE028	0	1	1	Latin America and Caribbean		0	1	1	Moraxellaceae		0	1	1	Moraxellales		0.2	0.990791896869245	1
AE585	0	1	1	Asia		0	1	1	Moraxellaceae		0	1	1	Moraxellales		0.0222772959677056	0.7832634183069808	1
AE527	0	2	2	Asia,Europe		0	2	2	Paracoccaceae,Roseobacteraceae		0	1	1	Rhodobacterales		0.1387245107843396	1.8977570736594769	2
AG240	0	2	2	Asia,Latin America and Caribbean		0	1	1	Staphylococcaceae		0	1	1	Bacillales		0.2112595324723192	1.7758066939394708	2
AD362	0	1	1	Asia		0	1	1	Sphingomonadaceae		0	1	1	Sphingomonadales		0.1267195176627464	1.7101289134438304	2
AG262	0	1	1	Asia		1	1	0			1	1	0			0.0411345034894863	0.936431106808648	1
AG489	0	1	1	North America		0	1	1	Enterobacteriaceae		0	1	1	Enterobacterales		0.0273587827582291	0.856297730450683	1
AF762	0	1	1	Europe		0	2	2	Burkholderiaceae,Paracoccaceae		0	2	2	Burkholderiales,Rhodobacterales		0.2480914909793327	1.9693281917710044	2
AB875	0	1	1	Asia		0	1	1	Moraxellaceae		0	1	1	Moraxellales		0.0222772959677056	0.7832634183069808	1
AH029	0	1	1	Asia		0	1	1	Acetobacteraceae		0	1	1	Rhodospirillales		0.0222772959677056	0.7832634183069808	1
AG802	0	1	1	Asia		0	1	1	Rhodospirillaceae		0	1	1	Rhodospirillales		0.0222772959677056	0.7832634183069808	1
