backbone_id	n_training_records	complete_fraction	duplicate_fraction	change_flag_fraction	duplicate_completeness_score
AB728	1	0.0	0.0	1.0	0.3
AB729	1	0.0	0.0	1.0	0.3
AB730	1	0.0	0.0	1.0	0.3
AB733	1	0.0	0.0	1.0	0.3
AB736	1	0.0	0.0	1.0	0.3
AB737	1	0.0	0.0	1.0	0.3
AB741	1	0.0	0.0	1.0	0.3
AB743	1	0.0	0.0	1.0	0.3
AB753	1	0.0	0.0	1.0	0.3
AB759	1	0.0	0.0	1.0	0.3
AB766	1	0.0	0.0	1.0	0.3
AB767	1	0.0	0.0	1.0	0.3
AB768	1	0.0	0.0	1.0	0.3
AB769	1	0.0	0.0	1.0	0.3
AB771	1	0.0	0.0	1.0	0.3
AB773	1	0.0	0.0	1.0	0.3
AB775	1	0.0	0.0	1.0	0.3
AB776	1	0.0	0.0	1.0	0.3
AB777	1	0.0	0.0	1.0	0.3
AB778	1	0.0	0.0	1.0	0.3
AB780	1	0.0	0.0	1.0	0.3
AB784	1	0.0	0.0	1.0	0.3
AB785	1	0.0	0.0	1.0	0.3
AB786	1	0.0	0.0	1.0	0.3
AB787	1	0.0	0.0	1.0	0.3
AB790	1	0.0	0.0	1.0	0.3
AB791	1	0.0	0.0	1.0	0.3
AB793	1	0.0	0.0	1.0	0.3
AB795	1	0.0	0.0	1.0	0.3
AB802	1	0.0	0.0	1.0	0.3
AB803	1	0.0	0.0	1.0	0.3
AB809	1	0.0	0.0	1.0	0.3
AB817	1	0.0	0.0	1.0	0.3
AB820	1	0.0	0.0	1.0	0.3
AB842	1	0.0	0.0	1.0	0.3
AB851	1	0.0	0.0	1.0	0.3
AB854	1	0.0	0.0	1.0	0.3
AB856	1	0.0	0.0	1.0	0.3
AB857	1	0.0	0.0	1.0	0.3
AB858	1	0.0	0.0	1.0	0.3
AB862	1	0.0	0.0	1.0	0.3
AB865	1	0.0	0.0	1.0	0.3
AB869	1	0.0	0.0	1.0	0.3
AB870	1	0.0	0.0	1.0	0.3
AB871	1	0.0	0.0	1.0	0.3
AB877	1	0.0	0.0	1.0	0.3
AB878	1	0.0	0.0	1.0	0.3
AB879	1	0.0	0.0	1.0	0.3
AB883	1	0.0	0.0	1.0	0.3
AB884	1	0.0	0.0	1.0	0.3
AB885	1	0.0	0.0	1.0	0.3
AB886	1	0.0	0.0	1.0	0.3
AB887	1	0.0	0.0	1.0	0.3
AB888	1	0.0	0.0	1.0	0.3
AB889	1	0.0	0.0	1.0	0.3
AB890	1	0.0	0.0	1.0	0.3
AB894	1	0.0	0.0	1.0	0.3
AB895	1	0.0	0.0	1.0	0.3
AB896	1	0.0	0.0	1.0	0.3
AB899	1	0.0	0.0	1.0	0.3
AB902	1	0.0	0.0	1.0	0.3
AB905	1	0.0	0.0	1.0	0.3
AB906	1	0.0	0.0	1.0	0.3
AB910	1	0.0	0.0	1.0	0.3
AB912	1	0.0	0.0	1.0	0.3
AB914	1	0.0	0.0	1.0	0.3
AB918	1	0.0	0.0	1.0	0.3
AB921	1	0.0	0.0	1.0	0.3
AB931	1	0.0	0.0	1.0	0.3
AB936	1	0.0	0.0	1.0	0.3
AB944	1	0.0	0.0	1.0	0.3
AB945	1	0.0	0.0	1.0	0.3
AB966	1	0.0	0.0	1.0	0.3
AB967	1	0.0	0.0	1.0	0.3
AB968	1	0.0	0.0	1.0	0.3
AB972	1	0.0	0.0	1.0	0.3
AB976	1	0.0	0.0	1.0	0.3
AB977	1	0.0	0.0	1.0	0.3
AB981	1	0.0	0.0	1.0	0.3
AB985	1	0.0	0.0	1.0	0.3
AB987	1	0.0	0.0	1.0	0.3
AB991	1	0.0	0.0	1.0	0.3
AB992	1	0.0	0.0	1.0	0.3
AB998	1	0.0	0.0	1.0	0.3
AC006	1	0.0	0.0	1.0	0.3
AC008	1	0.0	0.0	1.0	0.3
AC014	1	0.0	0.0	1.0	0.3
AC017	1	0.0	0.0	1.0	0.3
AC025	1	0.0	0.0	1.0	0.3
AC034	1	0.0	0.0	1.0	0.3
AC036	1	0.0	0.0	1.0	0.3
AC040	1	0.0	0.0	1.0	0.3
AC046	1	0.0	0.0	1.0	0.3
AC050	1	0.0	0.0	1.0	0.3
AC052	1	0.0	0.0	1.0	0.3
AC053	1	0.0	0.0	1.0	0.3
AC056	1	0.0	0.0	1.0	0.3
AC057	1	0.0	0.0	1.0	0.3
AC058	1	0.0	0.0	1.0	0.3
AC060	1	0.0	0.0	1.0	0.3
AC064	1	0.0	0.0	1.0	0.3
AC072	1	0.0	0.0	1.0	0.3
AC077	1	0.0	0.0	1.0	0.3
AC079	1	0.0	0.0	1.0	0.3
AC090	1	0.0	0.0	1.0	0.3
AC096	1	0.0	0.0	1.0	0.3
AC099	1	0.0	0.0	1.0	0.3
AC104	1	0.0	0.0	1.0	0.3
AC108	1	0.0	0.0	1.0	0.3
AC110	1	0.0	0.0	1.0	0.3
AC111	1	0.0	0.0	1.0	0.3
AC115	1	0.0	0.0	1.0	0.3
AC117	1	0.0	0.0	1.0	0.3
AC121	1	0.0	0.0	1.0	0.3
AC124	1	0.0	0.0	1.0	0.3
AC126	1	0.0	0.0	1.0	0.3
AC127	1	0.0	0.0	1.0	0.3
AC134	1	0.0	0.0	1.0	0.3
AC141	1	0.0	0.0	1.0	0.3
AC150	1	0.0	0.0	1.0	0.3
AC151	1	0.0	0.0	1.0	0.3
AC152	1	0.0	0.0	1.0	0.3
AC153	1	0.0	0.0	1.0	0.3
AC155	1	0.0	0.0	1.0	0.3
AC156	1	0.0	0.0	1.0	0.3
AC158	1	0.0	0.0	1.0	0.3
AC165	1	0.0	0.0	1.0	0.3
AC171	1	0.0	0.0	1.0	0.3
AC173	1	0.0	0.0	1.0	0.3
AC174	1	0.0	0.0	1.0	0.3
AC176	1	0.0	0.0	1.0	0.3
AC177	1	0.0	0.0	1.0	0.3
AC180	1	0.0	0.0	1.0	0.3
AC185	1	0.0	0.0	1.0	0.3
AC187	1	0.0	0.0	1.0	0.3
AC195	1	0.0	0.0	1.0	0.3
AC201	1	0.0	0.0	1.0	0.3
AC202	1	0.0	0.0	1.0	0.3
AC203	1	0.0	0.0	1.0	0.3
AC204	1	0.0	0.0	1.0	0.3
AC208	1	0.0	0.0	1.0	0.3
AC209	1	0.0	0.0	1.0	0.3
AC217	1	0.0	0.0	1.0	0.3
AC228	1	0.0	0.0	1.0	0.3
AC229	1	0.0	0.0	1.0	0.3
AC230	1	0.0	0.0	1.0	0.3
AC231	1	0.0	0.0	1.0	0.3
AC232	1	0.0	0.0	1.0	0.3
AC235	1	0.0	0.0	1.0	0.3
AC236	1	0.0	0.0	1.0	0.3
AC238	1	0.0	0.0	1.0	0.3
AC242	1	0.0	0.0	1.0	0.3
AC246	1	0.0	0.0	1.0	0.3
AC248	1	0.0	0.0	1.0	0.3
AC257	1	0.0	0.0	1.0	0.3
AC259	1	0.0	0.0	1.0	0.3
AC269	1	0.0	0.0	1.0	0.3
AC272	1	0.0	0.0	1.0	0.3
AC279	1	0.0	0.0	1.0	0.3
AC281	1	0.0	0.0	1.0	0.3
AC289	1	0.0	0.0	1.0	0.3
AC292	1	0.0	0.0	1.0	0.3
AC294	1	0.0	0.0	1.0	0.3
AC298	1	0.0	0.0	1.0	0.3
AC302	1	0.0	0.0	1.0	0.3
AC311	1	0.0	0.0	1.0	0.3
AC324	1	0.0	0.0	1.0	0.3
AC325	1	0.0	0.0	1.0	0.3
AC326	1	0.0	0.0	1.0	0.3
AC327	1	0.0	0.0	1.0	0.3
AC330	1	0.0	0.0	1.0	0.3
AC338	1	0.0	0.0	1.0	0.3
AC339	1	0.0	0.0	1.0	0.3
AC344	1	0.0	0.0	1.0	0.3
AC345	1	0.0	0.0	1.0	0.3
AC350	1	0.0	0.0	1.0	0.3
AC351	1	0.0	0.0	1.0	0.3
AC352	1	0.0	0.0	1.0	0.3
AC357	1	0.0	0.0	1.0	0.3
AC360	1	0.0	0.0	1.0	0.3
AC366	1	0.0	0.0	1.0	0.3
AC368	1	0.0	0.0	1.0	0.3
AC369	1	0.0	0.0	1.0	0.3
AC370	1	0.0	0.0	1.0	0.3
AC371	1	0.0	0.0	1.0	0.3
AC374	1	0.0	0.0	1.0	0.3
AC375	1	0.0	0.0	1.0	0.3
AC377	1	0.0	0.0	1.0	0.3
AC380	1	0.0	0.0	1.0	0.3
AC396	1	0.0	0.0	1.0	0.3
AC409	1	0.0	0.0	1.0	0.3
AC415	1	0.0	0.0	1.0	0.3
AC417	1	0.0	0.0	1.0	0.3
AC420	1	0.0	0.0	1.0	0.3
AC421	1	0.0	0.0	1.0	0.3
AC429	1	0.0	0.0	1.0	0.3
AC437	1	0.0	0.0	1.0	0.3
AC438	1	0.0	0.0	1.0	0.3
AC440	1	0.0	0.0	1.0	0.3
AC441	1	0.0	0.0	1.0	0.3
AC451	1	0.0	0.0	1.0	0.3
AC452	1	0.0	0.0	1.0	0.3
AC457	1	0.0	0.0	1.0	0.3
AC462	1	0.0	0.0	1.0	0.3
AC467	1	0.0	0.0	1.0	0.3
AC470	1	0.0	0.0	1.0	0.3
AC472	1	0.0	0.0	1.0	0.3
AC476	1	0.0	0.0	1.0	0.3
AC477	1	0.0	0.0	1.0	0.3
AC478	1	0.0	0.0	1.0	0.3
AC479	1	0.0	0.0	1.0	0.3
AC480	1	0.0	0.0	1.0	0.3
AC481	1	0.0	0.0	1.0	0.3
AC482	1	0.0	0.0	1.0	0.3
AC483	1	0.0	0.0	1.0	0.3
AC484	1	0.0	0.0	1.0	0.3
AC486	1	0.0	0.0	1.0	0.3
AC490	1	0.0	0.0	1.0	0.3
AC491	1	0.0	0.0	1.0	0.3
AC493	1	0.0	0.0	1.0	0.3
AC497	1	0.0	0.0	1.0	0.3
AC498	1	0.0	0.0	1.0	0.3
AC499	1	0.0	0.0	1.0	0.3
AC500	1	0.0	0.0	1.0	0.3
AC501	1	0.0	0.0	1.0	0.3
AC502	1	0.0	0.0	1.0	0.3
AC503	1	0.0	0.0	1.0	0.3
AC504	1	0.0	0.0	1.0	0.3
AC506	1	0.0	0.0	1.0	0.3
AC508	1	0.0	0.0	1.0	0.3
AC510	1	0.0	0.0	1.0	0.3
AC513	1	0.0	0.0	1.0	0.3
AC515	1	0.0	0.0	1.0	0.3
AC518	1	0.0	0.0	1.0	0.3
AC519	1	0.0	0.0	1.0	0.3
AC530	1	0.0	0.0	1.0	0.3
AC540	1	0.0	0.0	1.0	0.3
AC543	1	0.0	0.0	1.0	0.3
AC545	1	0.0	0.0	1.0	0.3
AC546	1	0.0	0.0	1.0	0.3
AC549	1	0.0	0.0	1.0	0.3
AC553	1	0.0	0.0	1.0	0.3
AC556	1	0.0	0.0	1.0	0.3
AC558	1	0.0	0.0	1.0	0.3
AC562	1	0.0	0.0	1.0	0.3
AC563	1	0.0	0.0	1.0	0.3
AC566	1	0.0	0.0	1.0	0.3
AC568	1	0.0	0.0	1.0	0.3
AC571	1	0.0	0.0	1.0	0.3
AC573	1	0.0	0.0	1.0	0.3
AC577	1	0.0	0.0	1.0	0.3
AC583	1	0.0	0.0	1.0	0.3
AC588	1	0.0	0.0	1.0	0.3
AC597	1	0.0	0.0	1.0	0.3
AC601	1	0.0	0.0	1.0	0.3
AC604	1	0.0	0.0	1.0	0.3
AC605	1	0.0	0.0	1.0	0.3
AC607	1	0.0	0.0	1.0	0.3
AC608	1	0.0	0.0	1.0	0.3
AC610	1	0.0	0.0	1.0	0.3
AC615	1	0.0	0.0	1.0	0.3
AC622	1	0.0	0.0	1.0	0.3
AC624	1	0.0	0.0	1.0	0.3
AC630	1	0.0	0.0	1.0	0.3
AC633	1	0.0	0.0	1.0	0.3
AC636	1	0.0	0.0	1.0	0.3
AC637	1	0.0	0.0	1.0	0.3
AC641	1	0.0	0.0	1.0	0.3
AC642	1	0.0	0.0	1.0	0.3
AC660	1	0.0	0.0	1.0	0.3
AC661	1	0.0	0.0	1.0	0.3
AC663	1	0.0	0.0	1.0	0.3
AC664	1	0.0	0.0	1.0	0.3
AC666	1	0.0	0.0	1.0	0.3
AC672	1	0.0	0.0	1.0	0.3
AC675	1	0.0	0.0	1.0	0.3
AC676	1	0.0	0.0	1.0	0.3
AC682	1	0.0	0.0	1.0	0.3
AC686	1	0.0	0.0	1.0	0.3
AC688	1	0.0	0.0	1.0	0.3
AC692	1	0.0	0.0	1.0	0.3
AC710	1	0.0	0.0	1.0	0.3
AC711	1	0.0	0.0	1.0	0.3
AC712	1	0.0	0.0	1.0	0.3
AC717	1	0.0	0.0	1.0	0.3
AC720	1	0.0	0.0	1.0	0.3
AC731	1	0.0	0.0	1.0	0.3
AC733	1	0.0	0.0	1.0	0.3
AC734	1	0.0	0.0	1.0	0.3
AC735	1	0.0	0.0	1.0	0.3
AC736	1	0.0	0.0	1.0	0.3
AC738	1	0.0	0.0	1.0	0.3
AC742	1	0.0	0.0	1.0	0.3
AC753	1	0.0	0.0	1.0	0.3
AC755	1	0.0	0.0	1.0	0.3
AC758	1	0.0	0.0	1.0	0.3
AC759	1	0.0	0.0	1.0	0.3
AC760	1	0.0	0.0	1.0	0.3
AC762	1	0.0	0.0	1.0	0.3
AC766	1	0.0	0.0	1.0	0.3
AC767	1	0.0	0.0	1.0	0.3
AC769	1	0.0	0.0	1.0	0.3
AC775	1	0.0	0.0	1.0	0.3
AC792	1	0.0	0.0	1.0	0.3
AC794	1	0.0	0.0	1.0	0.3
AC795	1	0.0	0.0	1.0	0.3
AC797	1	0.0	0.0	1.0	0.3
AC800	1	0.0	0.0	1.0	0.3
AC801	1	0.0	0.0	1.0	0.3
AC803	1	0.0	0.0	1.0	0.3
AC804	1	0.0	0.0	1.0	0.3
AC814	1	0.0	0.0	1.0	0.3
AC818	1	0.0	0.0	1.0	0.3
AC821	1	0.0	0.0	1.0	0.3
AC825	1	0.0	0.0	1.0	0.3
AC826	1	0.0	0.0	1.0	0.3
AC830	1	0.0	0.0	1.0	0.3
AC834	1	0.0	0.0	1.0	0.3
AC835	1	0.0	0.0	1.0	0.3
AC836	1	0.0	0.0	1.0	0.3
AC840	1	0.0	0.0	1.0	0.3
AC843	1	0.0	0.0	1.0	0.3
AC845	1	0.0	0.0	1.0	0.3
AC846	1	0.0	0.0	1.0	0.3
AC851	1	0.0	0.0	1.0	0.3
AC853	1	0.0	0.0	1.0	0.3
AC854	1	0.0	0.0	1.0	0.3
AC857	1	0.0	0.0	1.0	0.3
AC861	1	0.0	0.0	1.0	0.3
AC863	1	0.0	0.0	1.0	0.3
AC873	1	0.0	0.0	1.0	0.3
AC877	1	0.0	0.0	1.0	0.3
AC886	1	0.0	0.0	1.0	0.3
AC889	1	0.0	0.0	1.0	0.3
AC890	1	0.0	0.0	1.0	0.3
AC897	1	0.0	0.0	1.0	0.3
AC903	1	0.0	0.0	1.0	0.3
AC907	1	0.0	0.0	1.0	0.3
AC909	1	0.0	0.0	1.0	0.3
AC911	1	0.0	0.0	1.0	0.3
AC917	1	0.0	0.0	1.0	0.3
AC921	1	0.0	0.0	1.0	0.3
AC922	1	0.0	0.0	1.0	0.3
AC924	1	0.0	0.0	1.0	0.3
AC930	1	0.0	0.0	1.0	0.3
AC940	1	0.0	0.0	1.0	0.3
AC944	1	0.0	0.0	1.0	0.3
AC949	1	0.0	0.0	1.0	0.3
AC969	1	0.0	0.0	1.0	0.3
AC975	1	0.0	0.0	1.0	0.3
AC976	1	0.0	0.0	1.0	0.3
AC979	1	0.0	0.0	1.0	0.3
AC980	1	0.0	0.0	1.0	0.3
AC987	1	0.0	0.0	1.0	0.3
AC990	1	0.0	0.0	1.0	0.3
AC992	1	0.0	0.0	1.0	0.3
AC993	1	0.0	0.0	1.0	0.3
AC997	1	0.0	0.0	1.0	0.3
AC998	1	0.0	0.0	1.0	0.3
AC999	1	0.0	0.0	1.0	0.3
AD000	1	0.0	0.0	1.0	0.3
AD009	1	0.0	0.0	1.0	0.3
AD013	1	0.0	0.0	1.0	0.3
AD029	1	0.0	0.0	1.0	0.3
AD033	1	0.0	0.0	1.0	0.3
AD040	1	0.0	0.0	1.0	0.3
AD042	1	0.0	0.0	1.0	0.3
AD045	1	0.0	0.0	1.0	0.3
AD059	1	0.0	0.0	1.0	0.3
AD066	1	0.0	0.0	1.0	0.3
AD067	1	0.0	0.0	1.0	0.3
AD068	1	0.0	0.0	1.0	0.3
AD071	1	0.0	0.0	1.0	0.3
AD074	1	0.0	0.0	1.0	0.3
AD075	1	0.0	0.0	1.0	0.3
AD087	1	0.0	0.0	1.0	0.3
AD088	1	0.0	0.0	1.0	0.3
AD102	1	0.0	0.0	1.0	0.3
AD103	1	0.0	0.0	1.0	0.3
AD104	1	0.0	0.0	1.0	0.3
AD105	1	0.0	0.0	1.0	0.3
AD110	1	0.0	0.0	1.0	0.3
AD111	1	0.0	0.0	1.0	0.3
AD114	1	0.0	0.0	1.0	0.3
AD116	1	0.0	0.0	1.0	0.3
AD118	1	0.0	0.0	1.0	0.3
AD120	1	0.0	0.0	1.0	0.3
AD122	1	0.0	0.0	1.0	0.3
AD124	1	0.0	0.0	1.0	0.3
AD125	1	0.0	0.0	1.0	0.3
AD126	1	0.0	0.0	1.0	0.3
AD127	1	0.0	0.0	1.0	0.3
AD130	1	0.0	0.0	1.0	0.3
AD131	1	0.0	0.0	1.0	0.3
AD137	1	0.0	0.0	1.0	0.3
AD138	1	0.0	0.0	1.0	0.3
AD139	1	0.0	0.0	1.0	0.3
AD142	1	0.0	0.0	1.0	0.3
AD143	1	0.0	0.0	1.0	0.3
AD145	1	0.0	0.0	1.0	0.3
AD150	1	0.0	0.0	1.0	0.3
AD152	1	0.0	0.0	1.0	0.3
AD154	1	0.0	0.0	1.0	0.3
AD155	1	0.0	0.0	1.0	0.3
AD161	1	0.0	0.0	1.0	0.3
AD162	1	0.0	0.0	1.0	0.3
AD163	1	0.0	0.0	1.0	0.3
AD165	1	0.0	0.0	1.0	0.3
AD166	1	0.0	0.0	1.0	0.3
AD171	1	0.0	0.0	1.0	0.3
AD183	1	0.0	0.0	1.0	0.3
AD185	1	0.0	0.0	1.0	0.3
AD187	1	0.0	0.0	1.0	0.3
AD194	1	0.0	0.0	1.0	0.3
AD199	1	0.0	0.0	1.0	0.3
AD200	1	0.0	0.0	1.0	0.3
AD201	1	0.0	0.0	1.0	0.3
AD204	1	0.0	0.0	1.0	0.3
AD206	1	0.0	0.0	1.0	0.3
AD207	1	0.0	0.0	1.0	0.3
AD214	1	0.0	0.0	1.0	0.3
AD221	1	0.0	0.0	1.0	0.3
AD227	1	0.0	0.0	1.0	0.3
AD241	1	0.0	0.0	1.0	0.3
AD242	1	0.0	0.0	1.0	0.3
AD244	1	0.0	0.0	1.0	0.3
AD247	1	0.0	0.0	1.0	0.3
AD249	1	0.0	0.0	1.0	0.3
AD250	1	0.0	0.0	1.0	0.3
AD253	1	0.0	0.0	1.0	0.3
AD256	1	0.0	0.0	1.0	0.3
AD261	1	0.0	0.0	1.0	0.3
AD271	1	0.0	0.0	1.0	0.3
AD272	1	0.0	0.0	1.0	0.3
AD277	1	0.0	0.0	1.0	0.3
AD278	1	0.0	0.0	1.0	0.3
AD279	1	0.0	0.0	1.0	0.3
AD280	1	0.0	0.0	1.0	0.3
AD281	1	0.0	0.0	1.0	0.3
AD282	1	0.0	0.0	1.0	0.3
AD283	1	0.0	0.0	1.0	0.3
AD285	1	0.0	0.0	1.0	0.3
AD286	1	0.0	0.0	1.0	0.3
AD289	1	0.0	0.0	1.0	0.3
AD291	1	0.0	0.0	1.0	0.3
AD294	1	0.0	0.0	1.0	0.3
AD295	1	0.0	0.0	1.0	0.3
AD296	1	0.0	0.0	1.0	0.3
AD300	1	0.0	0.0	1.0	0.3
AD302	1	0.0	0.0	1.0	0.3
AD305	1	0.0	0.0	1.0	0.3
AD306	1	0.0	0.0	1.0	0.3
AD309	1	0.0	0.0	1.0	0.3
AD311	1	0.0	0.0	1.0	0.3
AD315	1	0.0	0.0	1.0	0.3
AD316	1	0.0	0.0	1.0	0.3
AD318	1	0.0	0.0	1.0	0.3
AD324	1	0.0	0.0	1.0	0.3
AD325	1	0.0	0.0	1.0	0.3
AD326	1	0.0	0.0	1.0	0.3
AD332	1	0.0	0.0	1.0	0.3
AD333	1	0.0	0.0	1.0	0.3
AD335	1	0.0	0.0	1.0	0.3
AD338	1	0.0	0.0	1.0	0.3
AD343	1	0.0	0.0	1.0	0.3
AD349	1	0.0	0.0	1.0	0.3
AD352	1	0.0	0.0	1.0	0.3
AD353	1	0.0	0.0	1.0	0.3
AD355	1	0.0	0.0	1.0	0.3
AD359	1	0.0	0.0	1.0	0.3
AD363	1	0.0	0.0	1.0	0.3
AD364	1	0.0	0.0	1.0	0.3
AD365	1	0.0	0.0	1.0	0.3
AD366	1	0.0	0.0	1.0	0.3
AD367	1	0.0	0.0	1.0	0.3
AD372	1	0.0	0.0	1.0	0.3
AD374	1	0.0	0.0	1.0	0.3
AD380	1	0.0	0.0	1.0	0.3
AD382	1	0.0	0.0	1.0	0.3
AD385	1	0.0	0.0	1.0	0.3
AD391	1	0.0	0.0	1.0	0.3
AD396	1	0.0	0.0	1.0	0.3
AD398	1	0.0	0.0	1.0	0.3
AD401	1	0.0	0.0	1.0	0.3
AD402	1	0.0	0.0	1.0	0.3
AD406	1	0.0	0.0	1.0	0.3
AD407	1	0.0	0.0	1.0	0.3
AD418	1	0.0	0.0	1.0	0.3
AD419	1	0.0	0.0	1.0	0.3
AD422	1	0.0	0.0	1.0	0.3
AD424	1	0.0	0.0	1.0	0.3
AD425	1	0.0	0.0	1.0	0.3
AD429	1	0.0	0.0	1.0	0.3
AD434	1	0.0	0.0	1.0	0.3
AD444	1	0.0	0.0	1.0	0.3
AD445	1	0.0	0.0	1.0	0.3
AD449	1	0.0	0.0	1.0	0.3
AD452	1	0.0	0.0	1.0	0.3
AD454	1	0.0	0.0	1.0	0.3
AD455	1	0.0	0.0	1.0	0.3
AD456	1	0.0	0.0	1.0	0.3
AD458	1	0.0	0.0	1.0	0.3
AD460	1	0.0	0.0	1.0	0.3
AD463	1	0.0	0.0	1.0	0.3
AD465	1	0.0	0.0	1.0	0.3
AD467	1	0.0	0.0	1.0	0.3
AD468	1	0.0	0.0	1.0	0.3
AD472	1	0.0	0.0	1.0	0.3
AD475	1	0.0	0.0	1.0	0.3
AD478	1	0.0	0.0	1.0	0.3
AD484	1	0.0	0.0	1.0	0.3
AD489	1	0.0	0.0	1.0	0.3
AD492	1	0.0	0.0	1.0	0.3
AD493	1	0.0	0.0	1.0	0.3
AD494	1	0.0	0.0	1.0	0.3
AD496	1	0.0	0.0	1.0	0.3
AD497	1	0.0	0.0	1.0	0.3
AD499	1	0.0	0.0	1.0	0.3
AD506	1	0.0	0.0	1.0	0.3
AD514	1	0.0	0.0	1.0	0.3
AD516	1	0.0	0.0	1.0	0.3
AD520	1	0.0	0.0	1.0	0.3
AD521	1	0.0	0.0	1.0	0.3
AD522	1	0.0	0.0	1.0	0.3
AD523	1	0.0	0.0	1.0	0.3
AD524	1	0.0	0.0	1.0	0.3
AD525	1	0.0	0.0	1.0	0.3
AD533	1	0.0	0.0	1.0	0.3
AD534	1	0.0	0.0	1.0	0.3
AD535	1	0.0	0.0	1.0	0.3
AD537	1	0.0	0.0	1.0	0.3
AD545	1	0.0	0.0	1.0	0.3
AD558	1	0.0	0.0	1.0	0.3
AD571	1	0.0	0.0	1.0	0.3
AD579	1	0.0	0.0	1.0	0.3
AD580	1	0.0	0.0	1.0	0.3
AD581	1	0.0	0.0	1.0	0.3
AD583	1	0.0	0.0	1.0	0.3
AD591	1	0.0	0.0	1.0	0.3
AD592	1	0.0	0.0	1.0	0.3
AD594	1	0.0	0.0	1.0	0.3
AD595	1	0.0	0.0	1.0	0.3
AD596	1	0.0	0.0	1.0	0.3
AD597	1	0.0	0.0	1.0	0.3
AD600	1	0.0	0.0	1.0	0.3
AD601	1	0.0	0.0	1.0	0.3
AD602	1	0.0	0.0	1.0	0.3
AD607	1	0.0	0.0	1.0	0.3
AD614	1	0.0	0.0	1.0	0.3
AD616	1	0.0	0.0	1.0	0.3
AD619	1	0.0	0.0	1.0	0.3
AD621	1	0.0	0.0	1.0	0.3
AD623	1	0.0	0.0	1.0	0.3
AD624	1	0.0	0.0	1.0	0.3
AD625	1	0.0	0.0	1.0	0.3
AD633	1	0.0	0.0	1.0	0.3
AD634	1	0.0	0.0	1.0	0.3
AD637	1	0.0	0.0	1.0	0.3
AD640	1	0.0	0.0	1.0	0.3
AD642	1	0.0	0.0	1.0	0.3
AD644	1	0.0	0.0	1.0	0.3
AD645	1	0.0	0.0	1.0	0.3
AD646	1	0.0	0.0	1.0	0.3
AD647	1	0.0	0.0	1.0	0.3
AD648	1	0.0	0.0	1.0	0.3
AD651	1	0.0	0.0	1.0	0.3
AD652	1	0.0	0.0	1.0	0.3
AD655	1	0.0	0.0	1.0	0.3
AD660	1	0.0	0.0	1.0	0.3
AD665	1	0.0	0.0	1.0	0.3
AD666	1	0.0	0.0	1.0	0.3
AD667	1	0.0	0.0	1.0	0.3
AD669	1	0.0	0.0	1.0	0.3
AD675	1	0.0	0.0	1.0	0.3
AD678	1	0.0	0.0	1.0	0.3
AD682	1	0.0	0.0	1.0	0.3
AD685	1	0.0	0.0	1.0	0.3
AD686	1	0.0	0.0	1.0	0.3
AD687	1	0.0	0.0	1.0	0.3
AD688	1	0.0	0.0	1.0	0.3
AD691	1	0.0	0.0	1.0	0.3
AD692	1	0.0	0.0	1.0	0.3
AD701	1	0.0	0.0	1.0	0.3
AD703	1	0.0	0.0	1.0	0.3
AD705	1	0.0	0.0	1.0	0.3
AD706	1	0.0	0.0	1.0	0.3
AD707	1	0.0	0.0	1.0	0.3
AD708	1	0.0	0.0	1.0	0.3
AD709	1	0.0	0.0	1.0	0.3
AD710	1	0.0	0.0	1.0	0.3
AD712	1	0.0	0.0	1.0	0.3
AD713	1	0.0	0.0	1.0	0.3
AD716	1	0.0	0.0	1.0	0.3
AD717	1	0.0	0.0	1.0	0.3
AD723	1	0.0	0.0	1.0	0.3
AD726	1	0.0	0.0	1.0	0.3
AD730	1	0.0	0.0	1.0	0.3
AD735	1	0.0	0.0	1.0	0.3
AD740	1	0.0	0.0	1.0	0.3
AD747	1	0.0	0.0	1.0	0.3
AD756	1	0.0	0.0	1.0	0.3
AD757	1	0.0	0.0	1.0	0.3
AD759	1	0.0	0.0	1.0	0.3
AD763	1	0.0	0.0	1.0	0.3
AD767	1	0.0	0.0	1.0	0.3
AD769	1	0.0	0.0	1.0	0.3
AD773	1	0.0	0.0	1.0	0.3
AD774	1	0.0	0.0	1.0	0.3
AD775	1	0.0	0.0	1.0	0.3
AD776	1	0.0	0.0	1.0	0.3
AD777	1	0.0	0.0	1.0	0.3
AD778	1	0.0	0.0	1.0	0.3
AD779	1	0.0	0.0	1.0	0.3
AD780	1	0.0	0.0	1.0	0.3
AD787	1	0.0	0.0	1.0	0.3
AD792	1	0.0	0.0	1.0	0.3
AD795	1	0.0	0.0	1.0	0.3
AD797	1	0.0	0.0	1.0	0.3
AD798	1	0.0	0.0	1.0	0.3
AD799	1	0.0	0.0	1.0	0.3
AD800	1	0.0	0.0	1.0	0.3
AD802	1	0.0	0.0	1.0	0.3
AD809	1	0.0	0.0	1.0	0.3
AD816	1	0.0	0.0	1.0	0.3
AD818	1	0.0	0.0	1.0	0.3
AD821	1	0.0	0.0	1.0	0.3
AD829	1	0.0	0.0	1.0	0.3
AD833	1	0.0	0.0	1.0	0.3
AD834	1	0.0	0.0	1.0	0.3
AD835	1	0.0	0.0	1.0	0.3
AD836	1	0.0	0.0	1.0	0.3
AD838	1	0.0	0.0	1.0	0.3
AD839	1	0.0	0.0	1.0	0.3
AD849	1	0.0	0.0	1.0	0.3
